Time,Analyse.Calculations.ElapsedTimeToCreateLayer,Analyse.Calculations.Heat.TotalCoolTime,Analyse.Calculations.Heat.TotalHeatTime,Analyse.Calculations.Melt[1].ContourLength,Analyse.Calculations.Melt[1].ContourTime,Analyse.Calculations.Melt[1].ScanlengthHistogram[0],Analyse.Calculations.Melt[1].ScanlengthHistogram[10],Analyse.Calculations.Melt[1].ScanlengthHistogram[11],Analyse.Calculations.Melt[1].ScanlengthHistogram[12],Analyse.Calculations.Melt[1].ScanlengthHistogram[13],Analyse.Calculations.Melt[1].ScanlengthHistogram[14],Analyse.Calculations.Melt[1].ScanlengthHistogram[15],Analyse.Calculations.Melt[1].ScanlengthHistogram[16],Analyse.Calculations.Melt[1].ScanlengthHistogram[1],Analyse.Calculations.Melt[1].ScanlengthHistogram[2],Analyse.Calculations.Melt[1].ScanlengthHistogram[3],Analyse.Calculations.Melt[1].ScanlengthHistogram[4],Analyse.Calculations.Melt[1].ScanlengthHistogram[5],Analyse.Calculations.Melt[1].ScanlengthHistogram[6],Analyse.Calculations.Melt[1].ScanlengthHistogram[7],Analyse.Calculations.Melt[1].ScanlengthHistogram[8],Analyse.Calculations.Melt[1].ScanlengthHistogram[9],Analyse.Calculations.Melt[1].SquareBeginSpeed,Analyse.Calculations.Melt[1].SquaresTime,Analyse.Calculations.Preheating[0].ApproximatedTotalPreheatTime,Analyse.Calculations.Preheating[0].Preheat1Area,Analyse.Calculations.Preheating[0].Preheat1Time,Analyse.Calculations.Preheating[0].Preheat2Area,Analyse.Calculations.Preheating[0].Preheat2Time,Analyse.Calculations.Preheating[0].Preheat3Area,Analyse.Calculations.Wafer[2].WaferTime,Builds.State.CurrentBuild.CurrentHeight,Number pores,ratio surface STL / POR,hist_diameter_1pix,hist_diameter_2pix,hist_diameter_3pix,hist_diameter_4pix,hist_diameter_5pix,hist_diameter_6pix,hist_diameter_7pix,hist_diameter_8pix,hist_diameter_9pix,hist_diameter_10pix,hist_diameter_11pix,hist_diameter_12pix,hist_diameter_13pix,hist_diameter_14pix
1.47E+12,2.120003,0,0,8750.245,11.18601,74,35,314,0,0,0,0,0,55,54,58,121,439,472,58,70,36,4540.651,31.22376,20.25967,43275.43,13.52358,39633.31,6.53673,3642.125,1.914124,6.7,55,0.000235077,7,2,0,2,3,1,0,1,3,2,0,0,1,0
1.47E+12,1.730002,0,0,8755.464,11.19269,3,543,0,0,0,0,0,0,75,13,43,44,151,443,215,19,0,4540.651,28.20402,22.64941,43332.77,15.79831,39593.18,6.530138,3739.594,1.913965,6.7,55,0.000235077,7,2,0,2,3,1,0,1,3,2,0,0,1,0
1.47E+12,1.730002,0,0,8755.464,11.19269,3,543,0,0,0,0,0,0,75,13,43,44,151,443,215,19,0,4540.651,28.20402,22.64941,43332.77,15.79831,39593.18,6.530138,3739.594,1.913965,6.75,73,0.000266677,7,10,4,4,3,1,0,0,4,1,0,0,1,0
1.47E+12,2.060003,0,0,8762.124,11.20117,6,530,0,0,0,0,0,0,93,18,33,27,301,312,173,76,2,4540.651,28.56132,20.25935,43275.43,13.52358,39649.58,6.539415,3625.855,1.913528,6.75,73,0.000266677,7,10,4,4,3,1,0,0,4,1,0,0,1,0
1.47E+12,2.060003,0,0,8762.124,11.20117,6,530,0,0,0,0,0,0,93,18,33,27,301,312,173,76,2,4540.651,28.56132,20.25935,43275.43,13.52358,39649.58,6.539415,3625.855,1.913528,6.8,34,0.000716772,5,0,0,0,1,0,1,1,0,0,0,1,0,8
1.47E+12,2.060003,0,0,8769.115,11.21028,54,44,301,0,0,0,0,0,39,88,150,80,189,590,93,76,44,4540.651,30.73771,22.64331,43310.55,15.7903,39599.92,6.531247,3710.625,1.910494,6.8,34,0.000716772,5,0,0,0,1,0,1,1,0,0,0,1,0,8
1.47E+12,2.060003,0,0,8769.115,11.21028,54,44,301,0,0,0,0,0,39,88,150,80,189,590,93,76,44,4540.651,30.73771,22.64331,43310.55,15.7903,39599.92,6.531247,3710.625,1.910494,6.85,64,0.000288368,19,3,2,1,1,0,1,2,0,4,1,0,0,1
1.47E+12,2.060003,0,0,8776.715,11.21998,52,34,315,0,0,0,0,0,37,72,338,184,430,259,96,55,36,4540.651,33.06761,20.26218,43275.43,13.52358,39648.5,6.539237,3626.93,1.905344,6.85,64,0.000288368,19,3,2,1,1,0,1,2,0,4,1,0,0,1
1.47E+12,2.060003,0,0,8776.715,11.21998,52,34,315,0,0,0,0,0,37,72,338,184,430,259,96,55,36,4540.651,33.06761,20.26218,43275.43,13.52358,39648.5,6.539237,3626.93,1.905344,6.9,44,0.000182469,11,6,0,3,2,0,4,1,2,0,1,0,0,0
1.47E+12,2.060003,0,0,8784.861,11.23033,5,543,0,0,0,0,0,0,79,13,8,160,220,317,110,76,51,4540.651,29.06025,22.6452,43314.28,15.79177,39611.46,6.533158,3702.816,1.90125,6.9,44,0.000182469,11,6,0,3,2,0,4,1,2,0,1,0,0,0
1.47E+12,2.060003,0,0,8784.861,11.23033,5,543,0,0,0,0,0,0,79,13,8,160,220,317,110,76,51,4540.651,29.06025,22.6452,43314.28,15.79177,39611.46,6.533158,3702.816,1.90125,6.95,78,0.00020968,22,8,7,2,2,2,1,0,0,1,0,0,0,0
1.47E+12,1.820003,0,0,8792.142,11.2396,7,530,0,0,0,0,0,0,71,14,12,72,105,588,126,40,2,4540.651,28.36952,20.2602,43275.43,13.52358,39655.66,6.540418,3619.777,1.900036,6.95,78,0.00020968,22,8,7,2,2,2,1,0,0,1,0,0,0,0
1.47E+12,1.820003,0,0,8792.142,11.2396,7,530,0,0,0,0,0,0,71,14,12,72,105,588,126,40,2,4540.651,28.36952,20.2602,43275.43,13.52358,39655.66,6.540418,3619.777,1.900036,7,38,0.000209552,3,3,2,2,1,4,1,0,1,0,0,1,2,0
1.47E+12,2.210003,0,0,8820.627,11.27629,55,37,301,0,0,0,0,0,39,118,155,121,422,363,122,63,38,4540.651,31.96767,22.65067,43318.67,15.79329,39619.51,6.534479,3699.156,1.898424,7,38,0.000209552,3,3,2,2,1,4,1,0,1,0,0,1,2,0
1.47E+12,2.210003,0,0,8820.627,11.27629,55,37,301,0,0,0,0,0,39,118,155,121,422,363,122,63,38,4540.651,31.96767,22.65067,43318.67,15.79329,39619.51,6.534479,3699.156,1.898424,7.05,47,0.000501534,7,1,0,2,2,0,0,0,0,2,1,1,2,6
1.47E+12,2.210003,0,0,8827.248,11.28471,75,35,314,0,0,0,0,0,63,66,238,127,431,319,104,86,40,4540.651,33.00757,20.2666,43275.43,13.52358,39674.74,6.543565,3600.691,1.888713,7.05,47,0.000501534,7,1,0,2,2,0,0,0,0,2,1,1,2,6
1.47E+12,2.210003,0,0,8827.248,11.28471,75,35,314,0,0,0,0,0,63,66,238,127,431,319,104,86,40,4540.651,33.00757,20.2666,43275.43,13.52358,39674.74,6.543565,3600.691,1.888713,7.1,54,0.000318403,14,5,3,3,1,1,0,0,0,0,2,0,0,3
1.47E+12,1.830003,0,0,8832.868,11.29179,0,543,0,0,0,0,0,0,74,23,40,44,123,487,175,52,0,4540.651,28.45019,22.65317,43323.92,15.79523,39634.53,6.536961,3689.387,1.887334,7.1,54,0.000318403,14,5,3,3,1,1,0,0,0,0,2,0,0,3
1.47E+12,1.830003,0,0,8832.868,11.29179,0,543,0,0,0,0,0,0,74,23,40,44,123,487,175,52,0,4540.651,28.45019,22.65317,43323.92,15.79523,39634.53,6.536961,3689.387,1.887334,7.15,51,0.000176313,11,6,2,0,0,1,1,1,0,0,0,0,0,2
1.47E+12,1.830003,0,0,8834.945,11.29421,5,530,0,0,0,0,0,0,83,3,62,38,111,495,172,69,17,4540.651,28.85215,20.26325,43275.43,13.52358,39673.57,6.543374,3601.863,1.885383,7.15,51,0.000176313,11,6,2,0,0,1,1,1,0,0,0,0,0,2
1.47E+12,2.150003,0,0,8834.945,11.29421,5,530,0,0,0,0,0,0,83,3,62,38,111,495,172,69,17,4540.651,28.85215,20.26325,43275.43,13.52358,39673.57,6.543374,3601.863,1.885383,7.15,51,0.000176313,11,6,2,0,0,1,1,1,0,0,0,0,0,2
1.47E+12,2.150003,0,0,8834.945,11.29421,5,530,0,0,0,0,0,0,83,3,62,38,111,495,172,69,17,4540.651,28.85215,20.26325,43275.43,13.52358,39673.57,6.543374,3601.863,1.885383,7.2,45,0.000283426,8,3,1,0,2,0,0,0,0,0,0,0,0,7
1.47E+12,2.150003,0,0,8842.118,11.30343,60,37,302,0,0,0,0,0,38,41,41,116,324,592,102,46,37,4540.651,30.38872,22.65453,43326.67,15.79612,39632.95,6.536692,3693.723,1.881734,7.2,45,0.000283426,8,3,1,0,2,0,0,0,0,0,0,0,0,7
1.47E+12,2.150003,0,0,8842.118,11.30343,60,37,302,0,0,0,0,0,38,41,41,116,324,592,102,46,37,4540.651,30.38872,22.65453,43326.67,15.79612,39632.95,6.536692,3693.723,1.881734,7.25,36,0.000355735,2,0,0,2,1,0,1,0,1,2,0,1,1,5
1.47E+12,2.040003,0,0,8851.596,11.31566,61,36,314,0,0,0,0,0,42,72,341,167,394,275,120,52,47,4540.651,33.33469,20.26668,43275.43,13.52358,39675.26,6.543651,3600.172,1.866601,7.25,36,0.000355735,2,0,0,2,1,0,1,0,1,2,0,1,1,5
1.47E+12,2.040003,0,0,8851.596,11.31566,61,36,314,0,0,0,0,0,42,72,341,167,394,275,120,52,47,4540.651,33.33469,20.26668,43275.43,13.52358,39675.26,6.543651,3600.172,1.866601,7.3,58,0.000507774,6,4,7,1,3,1,1,0,1,1,0,0,0,7
1.47E+12,2.040003,0,0,8858.298,11.32425,0,543,0,0,0,0,0,0,87,19,9,81,334,288,109,131,0,4540.651,29.23218,22.65251,43330.39,15.79758,39622.81,6.535024,3707.578,1.862785,7.3,58,0.000507774,6,4,7,1,3,1,1,0,1,1,0,0,0,7
1.47E+12,2.240003,0,0,8858.298,11.32425,0,543,0,0,0,0,0,0,87,19,9,81,334,288,109,131,0,4540.651,29.23218,22.65251,43330.39,15.79758,39622.81,6.535024,3707.578,1.862785,7.3,58,0.000507774,6,4,7,1,3,1,1,0,1,1,0,0,0,7
1.47E+12,2.240003,0,0,8858.298,11.32425,0,543,0,0,0,0,0,0,87,19,9,81,334,288,109,131,0,4540.651,29.23218,22.65251,43330.39,15.79758,39622.81,6.535024,3707.578,1.862785,7.35,46,0.000667532,4,6,2,2,2,0,1,0,0,1,1,0,0,7
1.47E+12,1.970003,0,0,8873.549,11.34415,9,530,0,0,0,0,0,0,74,5,20,74,122,630,85,37,8,4540.651,28.79637,20.26129,43275.43,13.52358,39660.69,6.541249,3614.742,1.859357,7.35,46,0.000667532,4,6,2,2,2,0,1,0,0,1,1,0,0,7
1.47E+12,1.970003,0,0,8873.549,11.34415,9,530,0,0,0,0,0,0,74,5,20,74,122,630,85,37,8,4540.651,28.79637,20.26129,43275.43,13.52358,39660.69,6.541249,3614.742,1.859357,7.4,45,0.000457841,8,3,5,0,1,1,0,0,0,0,1,0,1,5
1.47E+12,2.210003,0,0,8884.021,11.35734,53,37,301,0,0,0,0,0,45,116,151,115,419,468,75,41,38,4540.651,32.28682,22.65721,43332.79,15.79834,39629.17,6.536074,3703.625,1.85581,7.4,45,0.000457841,8,3,5,0,1,1,0,0,0,0,1,0,1,5
1.47E+12,2.210003,0,0,8884.021,11.35734,53,37,301,0,0,0,0,0,45,116,151,115,419,468,75,41,38,4540.651,32.28682,22.65721,43332.79,15.79834,39629.17,6.536074,3703.625,1.85581,7.45,81,0.000676923,12,4,5,4,1,0,2,0,1,1,1,0,0,9
1.47E+12,2.210003,0,0,8885.459,11.35892,72,35,314,0,0,0,0,0,55,55,238,124,448,386,76,69,36,4540.651,33.12505,20.26658,43275.43,13.52358,39675.01,6.543611,3600.422,1.853898,7.45,81,0.000676923,12,4,5,4,1,0,2,0,1,1,1,0,0,9
1.47E+12,2.210003,0,0,8885.459,11.35892,72,35,314,0,0,0,0,0,55,55,238,124,448,386,76,69,36,4540.651,33.12505,20.26658,43275.43,13.52358,39675.01,6.543611,3600.422,1.853898,7.5,63,0.000433471,10,9,2,2,0,1,0,0,1,1,1,2,0,4
1.47E+12,1.860003,0,0,8916.148,11.39842,4,543,0,0,0,0,0,0,74,11,13,80,147,444,207,52,0,4540.651,28.72541,22.65558,43332.79,15.79833,39630.14,6.536236,3702.652,1.851228,7.5,63,0.000433471,10,9,2,2,0,1,0,0,1,1,1,2,0,4
1.47E+12,1.860003,0,0,8916.148,11.39842,4,543,0,0,0,0,0,0,74,11,13,80,147,444,207,52,0,4540.651,28.72541,22.65558,43332.79,15.79833,39630.14,6.536236,3702.652,1.851228,7.55,49,0.000467204,9,1,1,2,1,3,1,0,0,1,0,2,1,6
1.47E+12,2.210003,0,0,8922.535,11.40647,10,530,0,0,0,0,0,0,83,21,53,34,83,521,194,63,16,4540.651,29.2281,20.26541,43275.43,13.52358,39685.46,6.545333,3589.973,1.841941,7.55,49,0.000467204,9,1,1,2,1,3,1,0,0,1,0,2,1,6
1.47E+12,2.210003,0,0,8922.535,11.40647,10,530,0,0,0,0,0,0,83,21,53,34,83,521,194,63,16,4540.651,29.2281,20.26541,43275.43,13.52358,39685.46,6.545333,3589.973,1.841941,7.6,35,0.000861615,6,1,1,0,1,0,1,0,0,0,0,0,0,10
1.47E+12,2.210003,0,0,8941.254,11.4307,65,38,301,0,0,0,0,0,41,69,229,158,365,390,130,47,46,4540.651,32.65482,22.65796,43332.79,15.79833,39639.5,6.537776,3693.293,1.838109,7.6,35,0.000861615,6,1,1,0,1,0,1,0,0,0,0,0,0,10
1.47E+12,2.210003,0,0,8941.254,11.4307,65,38,301,0,0,0,0,0,41,69,229,158,365,390,130,47,46,4540.651,32.65482,22.65796,43332.79,15.79833,39639.5,6.537776,3693.293,1.838109,7.65,46,0.000435418,6,1,3,0,1,2,2,1,0,0,0,2,1,6
1.47E+12,2.210003,0,0,8956.989,11.45095,52,34,315,0,0,0,0,0,39,70,318,173,437,298,114,49,36,4540.651,33.47635,20.27066,43275.43,13.52358,39699.73,6.547687,3575.703,1.838801,7.65,46,0.000435418,6,1,3,0,1,2,2,1,0,0,0,2,1,6
1.47E+12,2.210003,0,0,8956.989,11.45095,52,34,315,0,0,0,0,0,39,70,318,173,437,298,114,49,36,4540.651,33.47635,20.27066,43275.43,13.52358,39699.73,6.547687,3575.703,1.838801,7.7,57,0.00058102,10,1,2,2,0,1,0,0,2,0,0,0,0,8
1.47E+12,2.210003,0,0,8969.418,11.46683,3,543,0,0,0,0,0,0,84,16,12,54,347,233,193,119,0,4540.651,29.30239,22.65574,43332.79,15.79833,39657.93,6.540817,3674.859,1.836172,7.7,57,0.00058102,10,1,2,2,0,1,0,0,2,0,0,0,0,8
1.47E+12,2.210003,0,0,8969.418,11.46683,3,543,0,0,0,0,0,0,84,16,12,54,347,233,193,119,0,4540.651,29.30239,22.65574,43332.79,15.79833,39657.93,6.540817,3674.859,1.836172,7.75,49,0.000287816,8,8,1,2,0,1,1,0,0,1,0,0,1,3
1.47E+12,2.210003,0,0,8979.141,11.47929,7,530,0,0,0,0,0,0,74,9,21,68,135,600,109,39,13,4540.651,29.00388,20.26944,43275.43,13.52358,39709.4,6.549283,3566.031,1.832286,7.75,49,0.000287816,8,8,1,2,0,1,1,0,0,1,0,0,1,3
1.47E+12,1.980003,0,0,8979.141,11.47929,7,530,0,0,0,0,0,0,74,9,21,68,135,600,109,39,13,4540.651,29.00388,20.26944,43275.43,13.52358,39709.4,6.549283,3566.031,1.832286,7.75,49,0.000287816,8,8,1,2,0,1,1,0,0,1,0,0,1,3
1.47E+12,1.980003,0,0,8979.141,11.47929,7,530,0,0,0,0,0,0,74,9,21,68,135,600,109,39,13,4540.651,29.00388,20.26944,43275.43,13.52358,39709.4,6.549283,3566.031,1.832286,7.8,39,0.000314274,2,3,0,0,0,0,2,0,1,0,1,1,0,5
1.47E+12,2.290003,0,0,8987.722,11.49029,53,37,301,0,0,0,0,0,41,74,235,179,464,297,112,69,42,4540.651,33.08984,22.66277,43332.79,15.79833,39662.36,6.541543,3670.434,1.825536,7.8,39,0.000314274,2,3,0,0,0,0,2,0,1,0,1,1,0,5
1.47E+12,2.290003,0,0,8987.722,11.49029,53,37,301,0,0,0,0,0,41,74,235,179,464,297,112,69,42,4540.651,33.08984,22.66277,43332.79,15.79833,39662.36,6.541543,3670.434,1.825536,7.85,49,0.000664484,4,1,3,2,1,0,0,0,0,0,0,1,1,8
1.47E+12,2.290003,0,0,8987.932,11.49064,76,35,314,0,0,0,0,0,58,61,237,133,462,302,103,105,36,4540.651,33.44244,20.28666,43275.43,13.52358,39796.85,6.563704,3478.582,1.822091,7.85,49,0.000664484,4,1,3,2,1,0,0,0,0,0,0,1,1,8
1.47E+12,2.290003,0,0,8987.932,11.49064,76,35,314,0,0,0,0,0,58,61,237,133,462,302,103,105,36,4540.651,33.44244,20.28666,43275.43,13.52358,39796.85,6.563704,3478.582,1.822091,7.9,43,0.000503572,4,6,2,0,1,0,0,1,1,0,1,0,0,7
1.47E+12,1.980003,0,0,8990.832,11.49455,1,543,0,0,0,0,0,0,74,14,11,76,173,398,241,52,0,4540.651,28.89514,22.67193,43332.79,15.79833,39747.73,6.555628,3585.063,1.81629,7.9,43,0.000503572,4,6,2,0,1,0,0,1,1,0,1,0,0,7
1.47E+12,1.980003,0,0,8990.832,11.49455,1,543,0,0,0,0,0,0,74,14,11,76,173,398,241,52,0,4540.651,28.89514,22.67193,43332.79,15.79833,39747.73,6.555628,3585.063,1.81629,7.95,55,0.000309266,9,3,1,2,1,0,0,0,0,1,0,3,2,2
1.47E+12,1.980003,0,0,8991.127,11.49523,13,530,0,0,0,0,0,0,86,7,39,43,105,534,196,51,17,4540.651,29.37929,20.28417,43275.43,13.52358,39793.92,6.563222,3481.516,1.809076,7.95,55,0.000309266,9,3,1,2,1,0,0,0,0,1,0,3,2,2
1.47E+12,2.290003,0,0,8991.127,11.49523,13,530,0,0,0,0,0,0,86,7,39,43,105,534,196,51,17,4540.651,29.37929,20.28417,43275.43,13.52358,39793.92,6.563222,3481.516,1.809076,7.95,55,0.000309266,9,3,1,2,1,0,0,0,0,1,0,3,2,2
1.47E+12,2.290003,0,0,8991.127,11.49523,13,530,0,0,0,0,0,0,86,7,39,43,105,534,196,51,17,4540.651,29.37929,20.28417,43275.43,13.52358,39793.92,6.563222,3481.516,1.809076,8,64,0.000565876,12,5,3,1,3,0,1,0,0,0,1,0,0,7
1.47E+12,2.290003,0,0,9069.482,11.59999,54,37,302,0,0,0,0,0,106,62,41,138,251,564,135,81,37,4540.651,31.59665,22.67883,43332.79,15.79834,39743.16,6.554869,3589.637,1.809047,8,64,0.000565876,12,5,3,1,3,0,1,0,0,0,1,0,0,7
1.47E+12,2.290003,0,0,9069.482,11.59999,54,37,302,0,0,0,0,0,106,62,41,138,251,564,135,81,37,4540.651,31.59665,22.67883,43332.79,15.79834,39743.16,6.554869,3589.637,1.809047,8.05,58,0.000480431,7,4,1,0,2,1,1,1,0,0,0,1,0,7
1.47E+12,2.290003,0,0,9099.138,11.63944,59,36,314,0,0,0,0,0,46,70,313,172,352,387,109,55,36,4540.651,33.70936,20.28786,43275.43,13.52358,39804.21,6.56492,3471.219,1.819315,8.05,58,0.000480431,7,4,1,0,2,1,1,1,0,0,0,1,0,7
1.47E+12,2.290003,0,0,9099.138,11.63944,59,36,314,0,0,0,0,0,46,70,313,172,352,387,109,55,36,4540.651,33.70936,20.28786,43275.43,13.52358,39804.21,6.56492,3471.219,1.819315,8.1,43,0.000509644,4,4,2,0,0,1,1,1,1,1,0,0,1,6
1.47E+12,2.470004,0,0,9102.194,11.64334,4,543,0,0,0,0,0,0,84,15,35,66,307,297,145,134,0,4540.651,29.72838,22.67547,43332.79,15.79834,39753.7,6.556611,3579.098,1.818945,8.1,43,0.000509644,4,4,2,0,0,1,1,1,1,1,0,0,1,6
1.47E+12,2.470004,0,0,9102.194,11.64334,4,543,0,0,0,0,0,0,84,15,35,66,307,297,145,134,0,4540.651,29.72838,22.67547,43332.79,15.79834,39753.7,6.556611,3579.098,1.818945,8.15,67,0.000712661,7,6,3,4,5,1,0,0,0,1,0,0,0,7
1.47E+12,2.240003,0,0,9099.021,11.63894,4,531,0,0,0,0,0,0,78,3,15,92,106,660,89,18,25,4540.651,29.23534,20.28657,43275.43,13.52358,39807.67,6.565494,3467.762,1.812391,8.15,67,0.000712661,7,6,3,4,5,1,0,0,0,1,0,0,0,7
1.47E+12,2.240003,0,0,9099.021,11.63894,4,531,0,0,0,0,0,0,78,3,15,92,106,660,89,18,25,4540.651,29.23534,20.28657,43275.43,13.52358,39807.67,6.565494,3467.762,1.812391,8.2,58,0.00042914,12,5,3,2,0,0,0,0,0,1,0,0,0,6
1.47E+12,2.470004,0,0,8995.512,11.50163,54,37,301,0,0,0,0,0,39,72,168,241,381,465,96,40,38,4540.651,33.42019,22.67885,43332.79,15.79834,39753.48,6.556571,3579.316,1.805407,8.2,58,0.00042914,12,5,3,2,0,0,0,0,0,1,0,0,0,6
1.47E+12,2.470004,0,0,8995.512,11.50163,54,37,301,0,0,0,0,0,39,72,168,241,381,465,96,40,38,4540.651,33.42019,22.67885,43332.79,15.79834,39753.48,6.556571,3579.316,1.805407,8.25,49,0.000645231,9,3,0,0,2,2,3,2,0,1,0,0,0,6
1.47E+12,2.350003,0,0,8945.813,11.43634,72,35,314,0,0,0,0,0,54,56,154,219,449,387,91,69,36,4540.651,33.57599,20.2889,43275.43,13.52358,39810.48,6.565956,3464.949,1.804122,8.25,49,0.000645231,9,3,0,0,2,2,3,2,0,1,0,0,0,6
1.47E+12,2.350003,0,0,8945.813,11.43634,72,35,314,0,0,0,0,0,54,56,154,219,449,387,91,69,36,4540.651,33.57599,20.2889,43275.43,13.52358,39810.48,6.565956,3464.949,1.804122,8.3,72,0.000493949,17,6,2,1,1,1,1,0,0,1,0,0,0,8
1.47E+12,1.990003,0,0,8943.193,11.43294,4,543,0,0,0,0,0,0,73,13,7,63,194,423,226,52,0,4540.651,29.18431,22.66549,43302.05,15.78715,39752.62,6.556433,3549.43,1.80257,8.3,72,0.000493949,17,6,2,1,1,1,1,0,0,1,0,0,0,8
1.47E+12,1.990003,0,0,8943.193,11.43294,4,543,0,0,0,0,0,0,73,13,7,63,194,423,226,52,0,4540.651,29.18431,22.66549,43302.05,15.78715,39752.62,6.556433,3549.43,1.80257,8.35,45,0.000547536,7,3,0,1,0,0,1,0,0,0,0,1,1,7
1.47E+12,2.200003,0,0,8939.402,11.42782,5,530,0,0,0,0,0,0,84,5,38,39,91,603,173,43,18,4540.651,29.52012,20.28441,43275.43,13.52358,39796.13,6.563587,3479.309,1.801386,8.35,45,0.000547536,7,3,0,1,0,0,1,0,0,0,0,1,1,7
1.47E+12,2.200003,0,0,8939.402,11.42782,5,530,0,0,0,0,0,0,84,5,38,39,91,603,173,43,18,4540.651,29.52012,20.28441,43275.43,13.52358,39796.13,6.563587,3479.309,1.801386,8.4,44,0.000726086,3,3,3,0,1,1,0,0,0,0,0,1,1,7
1.47E+12,2.200003,0,0,8936.631,11.42398,62,38,301,0,0,0,0,0,43,71,226,170,328,496,95,50,37,4540.651,33.19304,22.66966,43302.05,15.78715,39753.56,6.556584,3548.484,1.798706,8.4,44,0.000726086,3,3,3,0,1,1,0,0,0,0,0,1,1,7
1.47E+12,2.200003,0,0,8936.631,11.42398,62,38,301,0,0,0,0,0,43,71,226,170,328,496,95,50,37,4540.651,33.19304,22.66966,43302.05,15.78715,39753.56,6.556584,3548.484,1.798706,8.45,38,0.000382181,6,4,2,1,0,1,0,0,0,0,1,1,0,6
1.47E+12,2.200003,0,0,8930.074,11.41519,52,34,315,0,0,0,0,0,39,72,311,217,384,382,88,46,36,4540.651,34.1181,20.28769,43275.43,13.52358,39803.15,6.564748,3472.281,1.792856,8.45,38,0.000382181,6,4,2,1,0,1,0,0,0,0,1,1,0,6
1.47E+12,2.200003,0,0,8930.074,11.41519,52,34,315,0,0,0,0,0,39,72,311,217,384,382,88,46,36,4540.651,34.1181,20.28769,43275.43,13.52358,39803.15,6.564748,3472.281,1.792856,8.5,60,0.000535333,9,5,2,0,3,1,0,2,0,1,0,0,0,7
1.47E+12,2.300003,0,0,8934.094,11.42025,0,542,0,0,0,0,0,0,78,12,9,86,310,264,164,156,0,4540.651,29.67538,22.66614,43302.05,15.78715,39762.65,6.558088,3539.395,1.785843,8.5,60,0.000535333,9,5,2,0,3,1,0,2,0,1,0,0,0,7
1.47E+12,2.300003,0,0,8934.094,11.42025,0,542,0,0,0,0,0,0,78,12,9,86,310,264,164,156,0,4540.651,29.67538,22.66614,43302.05,15.78715,39762.65,6.558088,3539.395,1.785843,8.55,69,0.00037796,8,8,2,0,0,1,0,0,0,0,0,0,0,7
1.47E+12,2.070003,0,0,8938.699,11.42618,8,530,0,0,0,0,0,0,85,8,16,49,144,674,69,27,29,4540.651,29.55453,20.28736,43275.43,13.52358,39813.92,6.566523,3461.516,1.775432,8.55,69,0.00037796,8,8,2,0,0,1,0,0,0,0,0,0,0,7
1.47E+12,2.070003,0,0,8938.699,11.42618,8,530,0,0,0,0,0,0,85,8,16,49,144,674,69,27,29,4540.651,29.55453,20.28736,43275.43,13.52358,39813.92,6.566523,3461.516,1.775432,8.6,29,0.000362529,3,3,0,0,0,1,0,0,0,0,0,0,0,7
1.47E+12,2.380003,0,0,8957.497,11.45044,54,37,301,0,0,0,0,0,40,89,131,238,323,443,152,68,47,4540.651,33.40987,22.6749,43302.05,15.78715,39794.2,6.563287,3507.848,1.772604,8.6,29,0.000362529,3,3,0,0,0,1,0,0,0,0,0,0,0,7
1.47E+12,2.380003,0,0,8957.497,11.45044,54,37,301,0,0,0,0,0,40,89,131,238,323,443,152,68,47,4540.651,33.40987,22.6749,43302.05,15.78715,39794.2,6.563287,3507.848,1.772604,8.65,44,0.000597836,6,0,2,1,1,0,1,0,0,1,0,0,0,7
1.47E+12,2.380003,0,0,8946.235,11.43579,73,35,314,0,0,0,0,0,55,58,154,231,465,315,106,95,43,4540.651,33.79455,20.2928,43275.43,13.52358,39834.12,6.569855,3441.313,1.769708,8.65,44,0.000597836,6,0,2,1,1,0,1,0,0,1,0,0,0,7
1.47E+12,2.380003,0,0,8946.235,11.43579,73,35,314,0,0,0,0,0,55,58,154,231,465,315,106,95,43,4540.651,33.79455,20.2928,43275.43,13.52358,39834.12,6.569855,3441.313,1.769708,8.7,53,0.000529341,13,4,2,1,1,1,1,0,1,0,1,0,0,6
1.47E+12,1.960003,0,0,8947.431,11.43721,3,543,0,0,0,0,0,0,77,14,2,52,190,438,231,2,52,4540.651,29.34359,22.67176,43302.05,15.78715,39796.18,6.563617,3505.867,1.7656,8.7,53,0.000529341,13,4,2,1,1,1,1,0,1,0,1,0,0,6
1.47E+12,1.960003,0,0,8947.431,11.43721,3,543,0,0,0,0,0,0,77,14,2,52,190,438,231,2,52,4540.651,29.34359,22.67176,43302.05,15.78715,39796.18,6.563617,3505.867,1.7656,8.75,53,0.000387274,9,5,2,0,1,1,0,0,0,0,0,0,0,6
1.47E+12,2.160003,0,0,8951.715,11.44263,5,530,0,0,0,0,0,0,83,5,37,33,113,539,194,80,16,4540.651,29.66982,20.29278,43275.43,13.52358,39846.52,6.5719,3428.91,1.765009,8.75,53,0.000387274,9,5,2,0,1,1,0,0,0,0,0,0,0,6
1.47E+12,2.160003,0,0,8951.715,11.44263,5,530,0,0,0,0,0,0,83,5,37,33,113,539,194,80,16,4540.651,29.66982,20.29278,43275.43,13.52358,39846.52,6.5719,3428.91,1.765009,8.8,61,0.000550544,15,1,1,0,1,3,1,1,1,0,0,0,0,6
