dataset, year, month, lat, lon, AGNPP, AR, BGNPP, BTRAN
1.0, 152.0, 2.0, 2.25, 128.25, 3.667446E-5, 1.17868956E-4, 1.8806764E-5, 1.0
1.0, 152.0, 2.0, 1.75, 127.75, 3.6888017E-5, 1.18498756E-4, 1.914843E-5, 1.0
1.0, 152.0, 2.0, 1.25, 127.75, 3.6631314E-5, 1.1952031E-4, 1.9250112E-5, 1.0
1.0, 152.0, 2.0, 1.25, 128.25, 3.707828E-5, 1.2185974E-4, 1.9013027E-5, 1.0
1.0, 152.0, 2.0, 1.25, 128.75, 3.686039E-5, 1.21121724E-4, 1.890782E-5, 1.0
1.0, 152.0, 2.0, 0.75, 127.75, 3.6645222E-5, 1.2118234E-4, 1.879553E-5, 1.0
1.0, 152.0, 2.0, 0.75, 128.25, 3.70931E-5, 1.2287652E-4, 1.9023437E-5, 1.0
1.0, 152.0, 2.0, 0.25, 127.75, 3.723659E-5, 1.20052704E-4, 1.9101895E-5, 1.0
1.0, 152.0, 2.0, -0.25, 127.75, 3.639708E-5, 1.1792838E-4, 1.8679184E-5, 1.0
1.0, 152.0, 2.0, -0.25, 130.75, 3.516218E-5, 1.2360163E-4, 1.8039076E-5, 1.0
1.0, 152.0, 2.0, -0.75, 131.75, 3.6336314E-5, 1.2326501E-4, 1.8638062E-5, 1.0
1.0, 152.0, 2.0, -0.75, 132.25, 3.6648675E-5, 1.2296418E-4, 1.8796805E-5, 1.0
1.0, 152.0, 2.0, -0.75, 132.75, 3.738218E-5, 1.2266694E-4, 1.9168681E-5, 1.0
1.0, 152.0, 2.0, -0.75, 133.25, 3.726294E-5, 1.2232013E-4, 1.9108076E-5, 1.0
1.0, 152.0, 2.0, -0.75, 133.75, 3.7376358E-5, 1.1673138E-4, 1.9166191E-5, 1.0
1.0, 152.0, 2.0, -0.75, 135.75, 3.4463348E-5, 1.19567994E-4, 1.7684632E-5, 1.0
1.0, 152.0, 2.0, -1.25, 131.25, 3.468649E-5, 1.2007707E-4, 1.7800914E-5, 1.0
1.0, 152.0, 2.0, -1.25, 131.75, 3.40433E-5, 1.2045454E-4, 1.7475271E-5, 1.0
1.0, 152.0, 2.0, -1.25, 132.25, 3.6864265E-5, 1.18963275E-4, 1.890773E-5, 1.0
1.0, 152.0, 2.0, -1.25, 132.75, 3.757595E-5, 1.1667017E-4, 1.9268504E-5, 1.0
1.0, 152.0, 2.0, -1.25, 133.25, 3.7586586E-5, 1.17395975E-4, 1.9273655E-5, 1.0
1.0, 152.0, 2.0, -1.25, 133.75, 3.5589026E-5, 1.1847144E-4, 1.8264956E-5, 1.0
1.0, 152.0, 2.0, -1.75, 127.75, 4.139712E-5, 1.20611876E-4, 2.123135E-5, 1.0
1.0, 152.0, 2.0, -1.75, 130.25, 3.63795E-5, 1.2342888E-4, 1.8660494E-5, 1.0
1.0, 152.0, 2.0, -1.75, 132.25, 3.525004E-5, 1.1904259E-4, 1.8089673E-5, 1.0
1.0, 152.0, 2.0, -1.75, 132.75, 3.677021E-5, 1.169297E-4, 1.8861352E-5, 1.0
1.0, 152.0, 2.0, -1.75, 133.25, 3.761324E-5, 1.14056E-4, 1.9285992E-5, 1.0
1.0, 152.0, 2.0, -1.75, 133.75, 3.8579223E-5, 1.0841956E-4, 1.9774936E-5, 1.0
1.0, 152.0, 2.0, -1.75, 136.25, 3.4103803E-5, 1.180707E-4, 1.7507145E-5, 1.0
1.0, 152.0, 2.0, -1.75, 137.75, 3.209964E-5, 1.1569697E-4, 1.649101E-5, 1.0
1.0, 152.0, 2.0, -1.75, 138.25, 3.173818E-5, 1.1668631E-4, 1.6312897E-5, 1.0
1.0, 152.0, 2.0, -2.25, 132.75, 3.312376E-5, 1.1155929E-4, 1.7017943E-5, 0.99
1.0, 152.0, 2.0, -2.25, 133.25, 3.6740053E-5, 1.17811775E-4, 1.8861561E-5, 1.0
1.0, 152.0, 2.0, -2.25, 133.75, 3.6572354E-5, 1.1606553E-4, 1.9189636E-5, 0.99
1.0, 152.0, 2.0, -2.25, 136.75, 3.6541747E-5, 1.19395016E-4, 1.8745322E-5, 1.0
1.0, 152.0, 2.0, -2.25, 137.25, 3.2853193E-5, 1.1681145E-4, 1.687732E-5, 1.0
1.0, 152.0, 2.0, -2.25, 137.75, 3.2180753E-5, 1.1659279E-4, 1.6538968E-5, 1.0
1.0, 152.0, 2.0, -2.25, 138.25, 3.2366872E-5, 1.1659484E-4, 1.6634336E-5, 1.0
1.0, 152.0, 2.0, -2.25, 138.75, 3.2931246E-5, 1.1668656E-4, 1.691781E-5, 1.0
1.0, 152.0, 2.0, -2.25, 139.25, 3.257654E-5, 1.1565016E-4, 1.6736283E-5, 0.99
1.0, 152.0, 2.0, -2.75, 132.25, 3.397771E-5, 1.1263174E-4, 1.7454176E-5, 1.0
1.0, 152.0, 2.0, -2.75, 132.75, 3.414606E-5, 1.1289262E-4, 1.795506E-5, 1.0
1.0, 152.0, 2.0, -2.75, 133.25, 3.449705E-5, 1.1845898E-4, 1.8133356E-5, 1.0
1.0, 152.0, 2.0, -2.75, 133.75, 3.4986053E-5, 1.16928604E-4, 1.7969414E-5, 1.0
1.0, 152.0, 2.0, -2.75, 134.25, 3.668984E-5, 1.2200293E-4, 1.8822968E-5, 1.0
1.0, 152.0, 2.0, -2.75, 136.25, 3.3720236E-5, 1.1778903E-4, 1.7318227E-5, 1.0
1.0, 152.0, 2.0, -2.75, 136.75, 3.343646E-5, 1.18176926E-4, 1.717282E-5, 1.0
1.0, 152.0, 2.0, -2.75, 137.25, 3.342016E-5, 1.177207E-4, 1.7164613E-5, 1.0
1.0, 152.0, 2.0, -2.75, 137.75, 3.400873E-5, 1.1754193E-4, 1.746547E-5, 1.0
1.0, 152.0, 2.0, -2.75, 138.25, 3.3742475E-5, 1.17196105E-4, 1.7329185E-5, 1.0
1.0, 152.0, 2.0, -2.75, 138.75, 3.320083E-5, 1.16877236E-4, 1.7055054E-5, 1.0
1.0, 152.0, 2.0, -2.75, 139.25, 3.2448886E-5, 1.1628906E-4, 1.6675029E-5, 1.0
1.0, 152.0, 2.0, -2.75, 139.75, 3.3113625E-5, 1.15676055E-4, 1.7015409E-5, 1.0
1.0, 152.0, 2.0, -2.75, 140.25, 3.433083E-5, 1.1707157E-4, 1.7629574E-5, 1.0
1.0, 152.0, 2.0, -2.75, 140.75, 3.267529E-5, 1.1547339E-4, 1.6793181E-5, 1.0
1.0, 152.0, 2.0, -2.75, 141.25, 3.2774133E-5, 1.1614268E-4, 1.6843778E-5, 1.0
1.0, 152.0, 2.0, -3.25, 128.25, 3.7955426E-5, 1.14124436E-4, 1.9495441E-5, 1.0
1.0, 152.0, 2.0, -3.25, 128.75, 3.717225E-5, 1.1910261E-4, 1.9088275E-5, 1.0
1.0, 152.0, 2.0, -3.25, 129.25, 3.5583373E-5, 1.1915593E-4, 1.8286315E-5, 1.0
1.0, 152.0, 2.0, -3.25, 129.75, 3.6063502E-5, 1.2051551E-4, 1.8526986E-5, 1.0
1.0, 152.0, 2.0, -3.25, 130.25, 3.6180598E-5, 1.2185032E-4, 1.8580371E-5, 1.0
1.0, 152.0, 2.0, -3.25, 132.75, 3.503717E-5, 1.1933694E-4, 1.7987508E-5, 1.0
1.0, 152.0, 2.0, -3.25, 133.25, 3.391666E-5, 1.1987996E-4, 1.7418979E-5, 1.0
1.0, 152.0, 2.0, -3.25, 133.75, 3.5304485E-5, 1.1957499E-4, 1.8125578E-5, 1.0
1.0, 152.0, 2.0, -3.25, 134.25, 3.6297977E-5, 1.19545126E-4, 1.8629466E-5, 1.0
1.0, 152.0, 2.0, -3.25, 134.75, 3.7147885E-5, 1.2133708E-4, 1.9057637E-5, 1.0
1.0, 152.0, 2.0, -3.25, 135.75, 3.3900873E-5, 1.1810999E-4, 1.7659568E-5, 1.0
1.0, 152.0, 2.0, -3.25, 136.25, 3.3678476E-5, 1.1698964E-4, 1.7299864E-5, 1.0
1.0, 152.0, 2.0, -3.25, 136.75, 3.6698115E-5, 1.1894322E-4, 1.8827897E-5, 1.0
1.0, 152.0, 2.0, -3.25, 137.25, 3.570049E-5, 1.17382864E-4, 1.8321676E-5, 1.0
1.0, 152.0, 2.0, -3.25, 137.75, 3.493253E-5, 1.17062846E-4, 1.7933722E-5, 1.0
1.0, 152.0, 2.0, -3.25, 138.25, 3.3327167E-5, 1.13034585E-4, 1.7122591E-5, 1.0
1.0, 152.0, 2.0, -3.25, 138.75, 3.4276047E-5, 1.13189875E-4, 1.7596709E-5, 0.99
1.0, 152.0, 2.0, -3.25, 139.25, 3.4473687E-5, 1.17317555E-4, 1.7700584E-5, 1.0
1.0, 152.0, 2.0, -3.25, 139.75, 3.4698693E-5, 1.16766685E-4, 1.7816434E-5, 1.0
1.0, 152.0, 2.0, -3.25, 140.25, 3.499636E-5, 1.1742226E-4, 1.7966124E-5, 1.0
1.0, 152.0, 2.0, -3.25, 140.75, 3.2709464E-5, 1.1606938E-4, 1.6806649E-5, 1.0
1.0, 152.0, 2.0, -3.25, 141.25, 3.3217882E-5, 1.17139345E-4, 1.7063294E-5, 1.0
1.0, 152.0, 2.0, -3.25, 141.75, 3.4234006E-5, 1.17984935E-4, 1.7579885E-5, 1.0
1.0, 152.0, 2.0, -3.25, 142.25, 3.3799242E-5, 1.1752061E-4, 1.7357723E-5, 1.0
1.0, 152.0, 2.0, -3.25, 142.75, 3.4022818E-5, 1.18276366E-4, 1.7469352E-5, 1.0
1.0, 152.0, 2.0, -3.75, 130.75, 3.587692E-5, 1.2440824E-4, 1.841351E-5, 1.0
1.0, 152.0, 2.0, -3.75, 132.75, 3.530863E-5, 1.2149243E-4, 1.812293E-5, 1.0
1.0, 152.0, 2.0, -3.75, 133.25, 3.4100307E-5, 1.20605466E-4, 1.7512582E-5, 1.0
1.0, 152.0, 2.0, -3.75, 134.25, 3.711526E-5, 1.196969E-4, 1.9042516E-5, 1.0
1.0, 152.0, 2.0, -3.75, 134.75, 3.5690537E-5, 1.20268145E-4, 1.8320037E-5, 1.0
1.0, 152.0, 2.0, -3.75, 135.25, 3.4759712E-5, 1.2036875E-4, 1.7844295E-5, 1.0
1.0, 152.0, 2.0, -3.75, 135.75, 3.4552213E-5, 1.1916786E-4, 1.7743268E-5, 1.0
1.0, 152.0, 2.0, -3.75, 136.25, 3.715209E-5, 1.17142954E-4, 1.9055333E-5, 1.0
1.0, 152.0, 2.0, -3.75, 136.75, 3.6065663E-5, 1.15066665E-4, 1.9042305E-5, 0.99
1.0, 152.0, 2.0, -3.75, 137.25, 3.4500652E-5, 1.1695702E-4, 1.8330573E-5, 0.99
1.0, 152.0, 2.0, -3.75, 137.75, 3.534945E-5, 1.1722636E-4, 1.8145132E-5, 1.0
1.0, 152.0, 2.0, -3.75, 138.25, 3.3258366E-5, 1.1376918E-4, 1.7086728E-5, 1.0
1.0, 152.0, 2.0, -3.75, 138.75, 3.3423865E-5, 1.131931E-4, 1.7364271E-5, 1.0
1.0, 152.0, 2.0, -3.75, 139.25, 3.2758144E-5, 1.15239614E-4, 1.6836637E-5, 1.0
1.0, 152.0, 2.0, -3.75, 139.75, 3.5310495E-5, 1.1727531E-4, 1.8127384E-5, 1.0
1.0, 152.0, 2.0, -3.75, 140.25, 3.4882796E-5, 1.17334916E-4, 1.790992E-5, 1.0
1.0, 152.0, 2.0, -3.75, 140.75, 3.5049496E-5, 1.1760176E-4, 1.7991335E-5, 1.0
1.0, 152.0, 2.0, -3.75, 141.25, 3.357862E-5, 1.1714539E-4, 1.7456761E-5, 1.0
1.0, 152.0, 2.0, -3.75, 141.75, 3.434667E-5, 1.1790836E-4, 1.7850338E-5, 1.0
1.0, 152.0, 2.0, -3.75, 142.25, 3.3929813E-5, 1.1735033E-4, 1.7635872E-5, 1.0
1.0, 152.0, 2.0, -3.75, 142.75, 3.3556393E-5, 1.1679152E-4, 1.7235714E-5, 1.0
1.0, 152.0, 2.0, -3.75, 143.25, 3.275204E-5, 1.1884295E-4, 1.98598E-5, 1.0
1.0, 152.0, 2.0, -3.75, 143.75, 3.5063338E-5, 1.1831422E-4, 1.8722296E-5, 0.9936545
1.0, 152.0, 2.0, -4.25, 135.25, 3.741434E-5, 1.1995131E-4, 1.9193396E-5, 1.0
1.0, 152.0, 2.0, -4.25, 135.75, 3.8293318E-5, 1.1332574E-4, 1.9632582E-5, 1.0
1.0, 152.0, 2.0, -4.25, 136.25, 3.5175526E-5, 1.028736E-4, 1.8044037E-5, 1.0
1.0, 152.0, 2.0, -4.25, 136.75, 3.5143443E-5, 9.283277E-5, 1.8026463E-5, 1.0
1.0, 152.0, 2.0, -4.25, 137.25, 3.2140142E-5, 9.6283184E-5, 1.8548253E-5, 0.97
1.0, 152.0, 2.0, -4.25, 137.75, 3.5880745E-5, 9.4285744E-5, 1.8401412E-5, 0.99
1.0, 152.0, 2.0, -4.25, 138.25, 3.4022527E-5, 9.147645E-5, 1.8441782E-5, 0.99
1.0, 152.0, 2.0, -4.25, 138.75, 3.2598382E-5, 9.684354E-5, 1.8386534E-5, 0.98
1.0, 152.0, 2.0, -4.25, 139.25, 3.8680886E-5, 1.14614566E-4, 1.983377E-5, 1.0
1.0, 152.0, 2.0, -4.25, 139.75, 3.5514975E-5, 1.17147116E-4, 1.8644103E-5, 0.99
1.0, 152.0, 2.0, -4.25, 140.25, 3.5316156E-5, 1.1779819E-4, 1.8129918E-5, 1.0
1.0, 152.0, 2.0, -4.25, 140.75, 3.647918E-5, 1.1831807E-4, 1.8720171E-5, 1.0
1.0, 152.0, 2.0, -4.25, 141.25, 3.419104E-5, 1.1708968E-4, 1.7561502E-5, 1.0
1.0, 152.0, 2.0, -4.25, 141.75, 3.378469E-5, 1.1658227E-4, 1.7356842E-5, 1.0
1.0, 152.0, 2.0, -4.25, 142.25, 3.4360924E-5, 1.1702441E-4, 1.7858154E-5, 1.0
1.0, 152.0, 2.0, -4.25, 142.75, 3.4022672E-5, 1.1652138E-4, 1.747496E-5, 1.0
1.0, 152.0, 2.0, -4.25, 143.25, 3.1620602E-5, 1.0731032E-4, 1.6683945E-5, 0.9227185
1.0, 152.0, 2.0, -4.25, 143.75, 3.3457873E-5, 1.1624352E-4, 1.8116587E-5, 1.0
1.0, 152.0, 2.0, -4.25, 144.25, 3.331496E-5, 1.1606959E-4, 1.7319384E-5, 1.0
1.0, 152.0, 2.0, -4.25, 144.75, 3.2966105E-5, 1.16959556E-4, 1.7349324E-5, 1.0
1.0, 152.0, 2.0, -4.75, 136.75, 3.409265E-5, 1.0766534E-4, 1.7729906E-5, 0.9935203
1.0, 152.0, 2.0, -4.75, 137.25, 3.5367197E-5, 9.9816294E-5, 1.814045E-5, 1.0
1.0, 152.0, 2.0, -4.75, 137.75, 3.5797682E-5, 9.895561E-5, 1.8361396E-5, 1.0
1.0, 152.0, 2.0, -4.75, 138.25, 3.584265E-5, 9.566165E-5, 1.8384682E-5, 1.0
1.0, 152.0, 2.0, -4.75, 138.75, 3.5265755E-5, 9.346822E-5, 1.8092242E-5, 1.0
1.0, 152.0, 2.0, -4.75, 139.25, 3.839195E-5, 1.0364187E-4, 1.9681589E-5, 1.0
1.0, 152.0, 2.0, -4.75, 139.75, 3.884558E-5, 1.0931018E-4, 1.9914656E-5, 1.0
1.0, 152.0, 2.0, -4.75, 140.25, 3.433036E-5, 1.12806454E-4, 1.8333605E-5, 0.97
1.0, 152.0, 2.0, -4.75, 140.75, 3.7204107E-5, 1.1806803E-4, 1.908937E-5, 1.0
1.0, 152.0, 2.0, -4.75, 141.25, 3.557659E-5, 1.1683864E-4, 1.8263478E-5, 0.99
1.0, 152.0, 2.0, -4.75, 141.75, 3.448696E-5, 1.16354284E-4, 1.771505E-5, 1.0
1.0, 152.0, 2.0, -4.75, 142.25, 3.3761982E-5, 1.1613114E-4, 1.7346649E-5, 1.0
1.0, 152.0, 2.0, -4.75, 142.75, 3.4608336E-5, 1.173761E-4, 1.7773189E-5, 1.0
1.0, 152.0, 2.0, -4.75, 143.25, 3.3524746E-5, 1.16027855E-4, 1.7225451E-5, 1.0
1.0, 152.0, 2.0, -4.75, 143.75, 3.4919387E-5, 1.1300866E-4, 1.7944514E-5, 1.0
1.0, 152.0, 2.0, -4.75, 144.25, 3.45006E-5, 1.13030284E-4, 1.7723914E-5, 1.0
1.0, 152.0, 2.0, -4.75, 144.75, 3.493977E-5, 1.1488151E-4, 1.7942919E-5, 1.0
1.0, 152.0, 2.0, -4.75, 145.25, 3.4626766E-5, 1.1781003E-4, 1.7776261E-5, 1.0
1.0, 152.0, 2.0, -5.25, 138.25, 3.394607E-5, 1.1522129E-4, 1.7437962E-5, 1.0
1.0, 152.0, 2.0, -5.25, 138.75, 3.480173E-5, 1.1632138E-4, 1.7869415E-5, 1.0
1.0, 152.0, 2.0, -5.25, 139.25, 3.4007964E-5, 1.11390465E-4, 1.7463368E-5, 1.0
1.0, 152.0, 2.0, -5.25, 139.75, 3.6400983E-5, 1.0785351E-4, 1.8674948E-5, 1.0
1.0, 152.0, 2.0, -5.25, 140.25, 3.9217688E-5, 1.0817152E-4, 2.0103527E-5, 1.0
1.0, 152.0, 2.0, -5.25, 141.25, 3.9315095E-5, 1.11413196E-4, 2.0155934E-5, 1.0
1.0, 152.0, 2.0, -5.25, 141.75, 3.888967E-5, 1.13342125E-4, 1.994117E-5, 1.0
1.0, 152.0, 2.0, -5.25, 142.25, 3.736064E-5, 1.1655787E-4, 1.9383058E-5, 1.0
1.0, 152.0, 2.0, -5.25, 142.75, 3.7562793E-5, 1.1736974E-4, 1.9269377E-5, 1.0
1.0, 152.0, 2.0, -5.25, 143.25, 3.6648846E-5, 1.13979586E-4, 1.8812614E-5, 0.99137694
1.0, 152.0, 2.0, -5.25, 143.75, 3.6519075E-5, 1.1386626E-4, 1.8751718E-5, 1.0
1.0, 152.0, 2.0, -5.25, 144.25, 3.6125275E-5, 1.1756392E-4, 1.8544693E-5, 1.0
1.0, 152.0, 2.0, -5.25, 144.75, 3.454363E-5, 1.16867304E-4, 1.7740995E-5, 1.0
1.0, 152.0, 2.0, -5.25, 145.25, 3.6505222E-5, 1.1540058E-4, 1.8733412E-5, 1.0
1.0, 152.0, 2.0, -5.75, 134.75, 3.4944027E-5, 1.2250095E-4, 1.7941853E-5, 0.99
1.0, 152.0, 2.0, -5.75, 138.25, 3.3375218E-5, 1.1519198E-4, 1.7392247E-5, 0.99
1.0, 152.0, 2.0, -5.75, 138.75, 3.3906526E-5, 1.1676329E-4, 1.7422391E-5, 1.0
1.0, 152.0, 2.0, -5.75, 139.25, 3.347511E-5, 1.1267543E-4, 1.7202006E-5, 1.0
1.0, 152.0, 2.0, -5.75, 139.75, 3.4171033E-5, 1.13939175E-4, 1.7557457E-5, 1.0
1.0, 152.0, 2.0, -5.75, 140.25, 3.5216894E-5, 1.1840552E-4, 1.8081151E-5, 1.0
1.0, 152.0, 2.0, -5.75, 140.75, 3.9037903E-5, 1.18108444E-4, 2.0017707E-5, 1.0
1.0, 152.0, 2.0, -5.75, 141.25, 3.9676193E-5, 1.1156416E-4, 2.0339552E-5, 1.0
1.0, 152.0, 2.0, -5.75, 141.75, 3.9139035E-5, 1.08007545E-4, 2.0063722E-5, 1.0
1.0, 152.0, 2.0, -5.75, 142.25, 3.8969192E-5, 1.0705116E-4, 1.9977195E-5, 1.0
1.0, 152.0, 2.0, -5.75, 142.75, 3.8660935E-5, 1.048146E-4, 1.9819681E-5, 1.0
1.0, 152.0, 2.0, -5.75, 143.25, 3.7634105E-5, 9.730127E-5, 1.9300716E-5, 1.0
1.0, 152.0, 2.0, -5.75, 143.75, 3.8728725E-5, 1.02542734E-4, 1.9862291E-5, 1.0
1.0, 152.0, 2.0, -5.75, 144.25, 3.8726914E-5, 1.11401794E-4, 2.0307425E-5, 1.0
1.0, 152.0, 2.0, -5.75, 144.75, 3.818181E-5, 1.13547474E-4, 1.9583222E-5, 0.9952527
1.0, 152.0, 2.0, -5.75, 145.25, 3.586695E-5, 1.1708013E-4, 1.8507151E-5, 1.0
1.0, 152.0, 2.0, -6.25, 134.25, 3.6185185E-5, 1.1828255E-4, 1.8799203E-5, 1.0
1.0, 152.0, 2.0, -6.25, 134.75, 3.5005345E-5, 1.1644241E-4, 1.7990149E-5, 0.99
1.0, 152.0, 2.0, -6.25, 138.75, 3.3632667E-5, 1.18583535E-4, 1.728193E-5, 1.0
1.0, 152.0, 2.0, -6.25, 139.25, 3.409541E-5, 1.17367534E-4, 1.7516384E-5, 1.0
1.0, 152.0, 2.0, -6.25, 139.75, 3.4032695E-5, 1.17623254E-4, 1.7486891E-5, 1.0
1.0, 152.0, 2.0, -6.25, 140.25, 3.4166413E-5, 1.1815771E-4, 1.7552959E-5, 1.0
1.0, 152.0, 2.0, -6.25, 140.75, 3.4780904E-5, 1.1891395E-4, 1.7861328E-5, 1.0
1.0, 152.0, 2.0, -6.25, 141.25, 3.6932077E-5, 1.193781E-4, 1.8953899E-5, 1.0
1.0, 152.0, 2.0, -6.25, 141.75, 3.8799026E-5, 1.175766E-4, 1.989883E-5, 1.0
1.0, 152.0, 2.0, -6.25, 142.25, 3.9046576E-5, 1.127092E-4, 2.001867E-5, 1.0
1.0, 152.0, 2.0, -6.25, 142.75, 3.892689E-5, 1.04410894E-4, 1.9956125E-5, 1.0
1.0, 152.0, 2.0, -6.25, 143.25, 3.8095317E-5, 9.863882E-5, 1.9533458E-5, 1.0
1.0, 152.0, 2.0, -6.25, 143.75, 3.7311205E-5, 9.696143E-5, 1.9818766E-5, 1.0
1.0, 152.0, 2.0, -6.25, 144.25, 3.9431106E-5, 9.838063E-5, 2.023033E-5, 1.0
1.0, 152.0, 2.0, -6.25, 144.75, 3.9125738E-5, 9.545123E-5, 2.0497006E-5, 0.99999905
1.0, 152.0, 2.0, -6.25, 145.25, 3.780174E-5, 1.055494E-4, 2.0457486E-5, 1.0
1.0, 152.0, 2.0, -6.75, 134.25, 3.3775967E-5, 1.0724141E-4, 1.8032322E-5, 0.98
1.0, 152.0, 2.0, -6.75, 138.75, 3.2893717E-5, 1.1622312E-4, 1.6904663E-5, 0.98
1.0, 152.0, 2.0, -6.75, 139.25, 3.407143E-5, 1.17649775E-4, 1.7506998E-5, 1.0
1.0, 152.0, 2.0, -6.75, 139.75, 3.3921347E-5, 1.172182E-4, 1.7432869E-5, 1.0
1.0, 152.0, 2.0, -6.75, 140.25, 3.417919E-5, 1.16908974E-4, 1.7565095E-5, 1.0
1.0, 152.0, 2.0, -6.75, 140.75, 3.3765617E-5, 1.17800424E-4, 1.7352102E-5, 1.0
1.0, 152.0, 2.0, -6.75, 141.25, 3.45684E-5, 1.1647492E-4, 1.7757833E-5, 1.0
1.0, 152.0, 2.0, -6.75, 141.75, 3.4532026E-5, 1.1664056E-4, 1.773941E-5, 1.0
1.0, 152.0, 2.0, -6.75, 142.25, 3.6477202E-5, 1.1768482E-4, 1.872431E-5, 1.0
1.0, 152.0, 2.0, -6.75, 142.75, 3.9096245E-5, 1.1553128E-4, 2.0048461E-5, 1.0
1.0, 152.0, 2.0, -6.75, 143.25, 3.9734467E-5, 1.1231123E-4, 2.037244E-5, 1.0
1.0, 152.0, 2.0, -6.75, 143.75, 3.9518574E-5, 1.05892475E-4, 2.0259891E-5, 1.0
1.0, 152.0, 2.0, -6.75, 144.25, 3.984398E-5, 1.0786126E-4, 2.0426325E-5, 1.0
1.0, 152.0, 2.0, -6.75, 144.75, 3.9723793E-5, 1.0767007E-4, 2.0368507E-5, 1.0
1.0, 152.0, 2.0, -6.75, 145.25, 4.1792664E-5, 9.616499E-5, 2.1467853E-5, 0.9964962
1.0, 152.0, 2.0, -7.25, 138.75, 3.229681E-5, 1.086816E-4, 1.7772367E-5, 0.98
1.0, 152.0, 2.0, -7.25, 139.25, 3.4275756E-5, 1.1238654E-4, 1.7818425E-5, 0.99
1.0, 152.0, 2.0, -7.25, 139.75, 3.481701E-5, 1.1387714E-4, 1.8098384E-5, 1.0
1.0, 152.0, 2.0, -7.25, 140.25, 3.5272427E-5, 1.1226231E-4, 1.8122899E-5, 1.0
1.0, 152.0, 2.0, -7.25, 140.75, 3.5538927E-5, 1.1357933E-4, 1.8259652E-5, 1.0
1.0, 152.0, 2.0, -7.25, 141.25, 3.4848767E-5, 1.1618457E-4, 1.7901953E-5, 1.0
1.0, 152.0, 2.0, -7.25, 141.75, 3.380395E-5, 1.1345262E-4, 1.7608982E-5, 1.0
1.0, 152.0, 2.0, -7.25, 142.25, 3.5579615E-5, 1.1664235E-4, 1.8269853E-5, 1.0
1.0, 152.0, 2.0, -7.25, 142.75, 3.804835E-5, 1.1701399E-4, 1.9519597E-5, 1.0
1.0, 152.0, 2.0, -7.25, 143.25, 3.7691625E-5, 1.17041105E-4, 1.9337222E-5, 1.0
1.0, 152.0, 2.0, -7.25, 143.75, 3.7990954E-5, 1.1565924E-4, 1.9722413E-5, 1.0
1.0, 152.0, 2.0, -7.25, 144.25, 3.878903E-5, 1.1339656E-4, 2.013433E-5, 1.0
1.0, 152.0, 2.0, -7.25, 144.75, 3.8484945E-5, 1.13736976E-4, 1.973657E-5, 1.0
1.0, 152.0, 2.0, -7.25, 145.25, 3.9810668E-5, 1.0695375E-4, 2.0413177E-5, 1.0
1.0, 152.0, 2.0, -7.75, 131.25, 2.6503452E-5, 1.00420126E-4, 1.3690926E-5, 1.0
1.0, 152.0, 2.0, -7.75, 138.25, 2.9965267E-5, 1.02604696E-4, 1.7634558E-5, 1.0
1.0, 152.0, 2.0, -7.75, 138.75, 3.809712E-5, 1.1630854E-4, 2.1606997E-5, 1.0
1.0, 152.0, 2.0, -7.75, 139.25, 3.961708E-5, 1.1285708E-4, 2.0377574E-5, 1.0
1.0, 152.0, 2.0, -7.75, 139.75, 3.356844E-5, 9.944775E-5, 1.746123E-5, 1.0
1.0, 152.0, 2.0, -7.75, 140.25, 3.893753E-5, 1.1270757E-4, 2.0021605E-5, 1.0
1.0, 152.0, 2.0, -7.75, 140.75, 3.8992053E-5, 1.1266155E-4, 2.0052828E-5, 1.0
1.0, 152.0, 2.0, -7.75, 141.25, 3.621E-5, 1.1106746E-4, 1.8601751E-5, 1.0
1.0, 152.0, 2.0, -7.75, 141.75, 3.6039193E-5, 1.1018384E-4, 1.8511428E-5, 1.0
1.0, 152.0, 2.0, -7.75, 142.25, 3.610198E-5, 1.1377398E-4, 1.8538505E-5, 1.0
1.0, 152.0, 2.0, -7.75, 142.75, 3.583665E-5, 1.1618244E-4, 1.8401646E-5, 1.0
1.0, 152.0, 2.0, -7.75, 143.25, 3.5212197E-5, 1.16703675E-4, 1.8080838E-5, 1.0
1.0, 152.0, 2.0, -7.75, 143.75, 3.4635596E-5, 1.15935545E-4, 1.799863E-5, 0.99
1.0, 152.0, 2.0, -7.75, 145.25, 3.635719E-5, 1.1631187E-4, 1.8662151E-5, 1.0
1.0, 152.0, 2.0, -8.25, 138.25, 3.3027314E-5, 1.0109876E-4, 1.6979353E-5, 0.98
1.0, 152.0, 2.0, -8.25, 138.75, 3.2988755E-5, 9.9631674E-5, 1.6970884E-5, 0.98
1.0, 152.0, 2.0, -8.25, 140.25, 1.9238461E-5, 9.592756E-5, 9.946649E-6, 1.0
1.0, 152.0, 2.0, -8.25, 140.75, 1.4074967E-5, 9.014507E-5, 7.278967E-6, 1.0
1.0, 152.0, 2.0, -8.25, 141.25, 3.581562E-5, 1.1332295E-4, 2.1508047E-5, 1.0
1.0, 152.0, 2.0, -8.25, 141.75, 3.9948925E-5, 1.086399E-4, 2.0575537E-5, 1.0
1.0, 152.0, 2.0, -8.25, 142.25, 3.9711555E-5, 1.08587374E-4, 2.0716992E-5, 0.99
1.0, 152.0, 2.0, -8.25, 142.75, 3.9341943E-5, 1.1125761E-4, 2.0232967E-5, 0.99
