ID,Name,DateTime,Record,Status,Lat,Lon,Wind,Pressure,NE_34kt,SE_34kt,SW_34kt,NW_34kt,NE_50kt,SE_50kt,SW_50kt,NW_50kt,NE_64kt,SE_64kt,SW_64kt,NW_64kt
AL082011,HARVEY,2011-08-19T12:00:00Z,U,TS,15.9,-83.4,35,1003,30,0,0,30,0,0,0,0,0,0,0,0
AL082011,HARVEY,2011-08-19T18:00:00Z,U,TS,16.0,-84.1,40,1001,35,0,0,35,0,0,0,0,0,0,0,0
AL082011,HARVEY,2011-08-20T00:00:00Z,U,TS,16.1,-84.9,45,995,35,0,0,35,0,0,0,0,0,0,0,0
AL082011,HARVEY,2011-08-20T06:00:00Z,U,TS,16.3,-85.8,50,994,35,20,0,35,15,0,0,15,0,0,0,0
AL082011,HARVEY,2011-08-20T12:00:00Z,U,TS,16.6,-87.0,50,998,40,20,0,40,15,0,0,15,0,0,0,0
AL082011,HARVEY,2011-08-20T17:30:00Z,L,TS,17.0,-88.3,55,995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL082011,HARVEY,2011-08-20T18:00:00Z,U,TS,17.0,-88.3,55,995,40,20,20,40,10,0,0,10,0,0,0,0
AL082011,HARVEY,2011-08-21T00:00:00Z,U,TS,17.3,-89.6,35,1003,30,0,0,30,0,0,0,0,0,0,0,0
AL082011,HARVEY,2011-08-21T06:00:00Z,U,TD,17.6,-90.8,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
AL082011,HARVEY,2011-08-21T12:00:00Z,U,TD,18.0,-92.0,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
AL082011,HARVEY,2011-08-21T18:00:00Z,U,TD,18.5,-93.3,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
AL082011,HARVEY,2011-08-22T00:00:00Z,U,TS,18.7,-94.8,35,1005,0,0,0,70,0,0,0,0,0,0,0,0
AL082011,HARVEY,2011-08-22T02:00:00Z,L,TS,18.7,-95.2,35,1005,0,0,0,70,0,0,0,0,0,0,0,0
AL082011,HARVEY,2011-08-22T06:00:00Z,U,TD,18.6,-96.2,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
AL082011,HARVEY,2011-08-22T12:00:00Z,U,TD,18.1,-97.2,20,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL092011,IRENE,2011-08-21T00:00:00Z,U,TS,15.0,-59.0,45,1006,105,0,0,45,0,0,0,0,0,0,0,0
AL092011,IRENE,2011-08-21T06:00:00Z,U,TS,16.0,-60.6,45,1006,130,0,0,80,0,0,0,0,0,0,0,0
AL092011,IRENE,2011-08-21T12:00:00Z,U,TS,16.8,-62.2,45,1005,130,0,0,70,0,0,0,0,0,0,0,0
AL092011,IRENE,2011-08-21T18:00:00Z,U,TS,17.5,-63.7,50,999,130,20,0,70,30,0,0,0,0,0,0,0
AL092011,IRENE,2011-08-21T23:00:00Z,L,TS,17.8,-64.6,60,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL092011,IRENE,2011-08-22T00:00:00Z,U,TS,17.9,-65.0,60,993,130,30,30,90,30,0,0,30,0,0,0,0
AL092011,IRENE,2011-08-22T05:25:00Z,L,TS,18.1,-65.8,60,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL092011,IRENE,2011-08-22T06:00:00Z,U,HU,18.2,-65.9,65,990,130,60,60,90,40,25,20,35,25,0,0,0
AL092011,IRENE,2011-08-22T12:00:00Z,U,HU,18.9,-67.0,70,989,160,60,60,90,40,25,20,35,25,0,0,0
AL092011,IRENE,2011-08-22T18:00:00Z,U,HU,19.3,-68.0,75,988,160,60,40,90,40,30,20,35,25,0,0,0
AL092011,IRENE,2011-08-23T00:00:00Z,U,HU,19.7,-68.8,80,981,160,70,50,100,70,30,30,70,25,0,0,35
AL092011,IRENE,2011-08-23T06:00:00Z,U,HU,20.1,-69.7,80,978,180,120,90,130,90,60,40,70,45,30,20,35
AL092011,IRENE,2011-08-23T12:00:00Z,U,HU,20.4,-70.6,80,978,180,120,90,130,90,60,40,70,40,30,20,35
AL092011,IRENE,2011-08-23T18:00:00Z,U,HU,20.7,-71.2,80,977,180,120,90,130,75,60,40,70,35,30,20,35
AL092011,IRENE,2011-08-24T00:00:00Z,U,HU,21.0,-71.9,80,969,180,150,90,150,70,70,40,70,35,30,25,35
AL092011,IRENE,2011-08-24T06:00:00Z,U,HU,21.3,-72.5,95,965,180,150,90,150,70,70,40,70,35,30,25,35
AL092011,IRENE,2011-08-24T12:00:00Z,U,HU,21.9,-73.3,105,957,180,150,90,150,90,60,45,80,45,40,25,40
AL092011,IRENE,2011-08-24T16:00:00Z,L,HU,22.4,-74.0,100,955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL092011,IRENE,2011-08-24T18:00:00Z,U,HU,22.7,-74.3,100,954,200,180,100,150,100,70,50,80,50,45,25,40
AL092011,IRENE,2011-08-25T00:00:00Z,L,HU,23.5,-75.1,95,952,220,180,100,150,100,90,50,80,60,60,25,50
AL092011,IRENE,2011-08-25T06:00:00Z,U,HU,24.1,-75.9,95,950,220,180,100,150,100,80,50,70,60,60,25,50
AL092011,IRENE,2011-08-25T09:00:00Z,L,HU,24.7,-76.2,90,950,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL092011,IRENE,2011-08-25T12:00:00Z,U,HU,25.4,-76.6,90,950,250,200,100,160,100,100,50,70,60,60,25,50
AL092011,IRENE,2011-08-25T18:00:00Z,L,HU,26.5,-77.2,90,950,250,200,125,160,110,100,50,75,70,60,25,50
AL092011,IRENE,2011-08-26T00:00:00Z,U,HU,27.7,-77.3,90,946,250,200,125,160,110,100,50,75,70,60,25,50
AL092011,IRENE,2011-08-26T06:00:00Z,U,HU,28.8,-77.3,90,942,250,200,130,175,125,105,75,75,80,80,50,50
AL092011,IRENE,2011-08-26T12:00:00Z,U,HU,30.0,-77.4,85,947,250,200,130,175,125,105,75,75,80,80,50,50
AL092011,IRENE,2011-08-26T18:00:00Z,U,HU,31.1,-77.5,80,950,250,225,140,175,125,125,80,75,80,80,50,50
AL092011,IRENE,2011-08-27T00:00:00Z,U,HU,32.1,-77.1,75,952,225,225,140,140,125,125,90,75,80,80,40,40
AL092011,IRENE,2011-08-27T06:00:00Z,U,HU,33.4,-76.8,75,952,225,225,140,140,125,125,90,75,80,80,40,40
AL092011,IRENE,2011-08-27T12:00:00Z,L,HU,34.7,-76.6,75,952,225,225,150,125,125,125,90,60,80,80,40,35
AL092011,IRENE,2011-08-27T18:00:00Z,U,HU,35.5,-76.3,65,950,210,225,150,125,125,125,80,60,75,75,35,35
AL092011,IRENE,2011-08-28T00:00:00Z,U,HU,36.7,-75.7,65,951,210,225,150,125,150,150,80,60,75,75,0,0
AL092011,IRENE,2011-08-28T06:00:00Z,U,HU,38.1,-75.0,65,958,230,280,160,110,150,150,80,30,75,75,0,0
AL092011,IRENE,2011-08-28T09:35:00Z,L,TS,39.4,-74.4,60,959,230,280,160,110,150,150,80,30,0,0,0,0
AL092011,IRENE,2011-08-28T12:00:00Z,U,TS,40.3,-74.1,55,963,230,280,130,50,150,150,80,30,0,0,0,0
AL092011,IRENE,2011-08-28T13:00:00Z,L,TS,40.6,-74.0,55,965,230,280,130,50,150,150,80,30,0,0,0,0
AL092011,IRENE,2011-08-28T18:00:00Z,U,TS,42.5,-73.1,50,970,230,280,180,50,150,150,80,30,0,0,0,0
AL092011,IRENE,2011-08-29T00:00:00Z,U,EX,44.2,-72.1,45,979,230,315,250,50,0,0,0,0,0,0,0,0
AL092011,IRENE,2011-08-29T06:00:00Z,U,EX,46.5,-69.5,40,983,360,360,360,0,0,0,0,0,0,0,0,0
AL092011,IRENE,2011-08-29T12:00:00Z,U,EX,49.1,-66.7,40,985,360,360,300,0,0,0,0,0,0,0,0,0
AL092011,IRENE,2011-08-29T18:00:00Z,U,EX,51.3,-63.8,40,987,0,360,0,0,0,0,0,0,0,0,0,0
AL092011,IRENE,2011-08-30T00:00:00Z,U,EX,53.0,-60.0,40,991,0,270,0,0,0,0,0,0,0,0,0,0
AL102011,TEN,2011-08-25T00:00:00Z,U,TD,12.3,-29.0,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
AL102011,TEN,2011-08-25T06:00:00Z,U,TD,12.7,-30.1,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
AL102011,TEN,2011-08-25T12:00:00Z,U,TD,13.1,-31.2,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL102011,TEN,2011-08-25T18:00:00Z,U,TD,13.5,-32.1,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL102011,TEN,2011-08-26T00:00:00Z,U,TD,13.9,-32.9,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL102011,TEN,2011-08-26T06:00:00Z,U,TD,14.4,-33.3,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL102011,TEN,2011-08-26T12:00:00Z,U,TD,14.8,-33.5,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL102011,TEN,2011-08-26T18:00:00Z,U,TD,15.3,-33.7,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL102011,TEN,2011-08-27T00:00:00Z,U,LO,15.8,-33.9,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
AL112011,JOSE,2011-08-26T12:00:00Z,U,LO,27.3,-59.0,30,1016,0,0,0,0,0,0,0,0,0,0,0,0
AL112011,JOSE,2011-08-26T18:00:00Z,U,LO,27.4,-60.2,30,1014,0,0,0,0,0,0,0,0,0,0,0,0
AL112011,JOSE,2011-08-27T00:00:00Z,U,LO,27.5,-61.3,30,1013,0,0,0,0,0,0,0,0,0,0,0,0
AL112011,JOSE,2011-08-27T06:00:00Z,U,TD,27.7,-62.4,30,1011,0,0,0,0,0,0,0,0,0,0,0,0
AL112011,JOSE,2011-08-27T12:00:00Z,U,TS,27.9,-63.4,35,1008,15,0,0,15,0,0,0,0,0,0,0,0
AL112011,JOSE,2011-08-27T18:00:00Z,U,TS,28.3,-64.3,35,1008,25,25,0,15,0,0,0,0,0,0,0,0
AL112011,JOSE,2011-08-28T00:00:00Z,U,TS,29.1,-64.9,35,1008,35,35,0,0,0,0,0,0,0,0,0,0
AL112011,JOSE,2011-08-28T06:00:00Z,U,TS,29.8,-65.5,40,1007,45,45,0,0,0,0,0,0,0,0,0,0
AL112011,JOSE,2011-08-28T12:00:00Z,U,TS,30.9,-65.7,40,1006,45,45,0,0,0,0,0,0,0,0,0,0
AL112011,JOSE,2011-08-28T18:00:00Z,U,TS,32.4,-65.8,40,1006,45,45,0,0,0,0,0,0,0,0,0,0
AL112011,JOSE,2011-08-29T00:00:00Z,U,LO,34.2,-65.6,40,1007,45,45,0,0,0,0,0,0,0,0,0,0
AL112011,JOSE,2011-08-29T06:00:00Z,U,LO,36.2,-65.1,35,1009,35,35,0,0,0,0,0,0,0,0,0,0
AL112011,JOSE,2011-08-29T12:00:00Z,U,LO,38.3,-63.8,30,1012,0,0,0,0,0,0,0,0,0,0,0,0
AL122011,KATIA,2011-08-28T00:00:00Z,U,LO,9.5,-19.0,20,1012,0,0,0,0,0,0,0,0,0,0,0,0
AL122011,KATIA,2011-08-28T06:00:00Z,U,LO,9.4,-20.3,20,1011,0,0,0,0,0,0,0,0,0,0,0,0
AL122011,KATIA,2011-08-28T12:00:00Z,U,LO,9.3,-21.6,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
AL122011,KATIA,2011-08-28T18:00:00Z,U,LO,9.3,-22.9,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL122011,KATIA,2011-08-29T00:00:00Z,U,LO,9.3,-24.2,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL122011,KATIA,2011-08-29T06:00:00Z,U,TD,9.5,-25.6,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL122011,KATIA,2011-08-29T12:00:00Z,U,TD,9.9,-27.0,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL122011,KATIA,2011-08-29T18:00:00Z,U,TD,10.6,-28.2,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL122011,KATIA,2011-08-30T00:00:00Z,U,TS,11.0,-29.6,35,1006,30,0,0,30,0,0,0,0,0,0,0,0
AL122011,KATIA,2011-08-30T06:00:00Z,U,TS,11.5,-31.1,40,1004,30,0,0,30,0,0,0,0,0,0,0,0
AL122011,KATIA,2011-08-30T12:00:00Z,U,TS,12.0,-32.9,45,1001,40,30,0,50,0,0,0,0,0,0,0,0
AL122011,KATIA,2011-08-30T18:00:00Z,U,TS,12.6,-34.6,50,997,50,40,20,60,20,0,0,20,0,0,0,0
AL122011,KATIA,2011-08-31T00:00:00Z,U,TS,13.1,-36.4,50,997,60,40,20,70,20,0,0,20,0,0,0,0
AL122011,KATIA,2011-08-31T06:00:00Z,U,TS,13.6,-38.2,55,994,70,40,20,80,25,0,0,25,0,0,0,0
AL122011,KATIA,2011-08-31T12:00:00Z,U,TS,14.0,-40.0,55,994,90,50,30,90,30,15,0,30,0,0,0,0
AL122011,KATIA,2011-08-31T18:00:00Z,U,TS,14.4,-41.8,60,990,100,65,40,110,40,20,0,40,0,0,0,0
AL122011,KATIA,2011-09-01T00:00:00Z,U,HU,14.8,-43.5,65,988,110,80,50,110,50,40,0,50,20,0,0,20
AL122011,KATIA,2011-09-01T06:00:00Z,U,HU,15.1,-45.2,65,988,120,90,50,110,50,40,0,50,20,0,0,20
AL122011,KATIA,2011-09-01T12:00:00Z,U,HU,15.3,-46.9,65,988,130,100,50,120,60,40,0,60,30,0,0,30
AL122011,KATIA,2011-09-01T18:00:00Z,U,HU,15.7,-48.5,65,988,140,110,50,120,60,40,0,60,30,0,0,30
AL122011,KATIA,2011-09-02T00:00:00Z,U,HU,16.2,-50.0,65,988,140,120,50,120,70,60,0,70,30,0,0,30
AL122011,KATIA,2011-09-02T06:00:00Z,U,HU,16.8,-51.2,65,988,150,120,50,120,70,60,0,70,30,0,0,30
AL122011,KATIA,2011-09-02T12:00:00Z,U,HU,17.4,-52.1,65,987,150,120,60,120,70,50,40,70,30,0,0,0
AL122011,KATIA,2011-09-02T18:00:00Z,U,HU,18.0,-53.0,65,987,150,120,70,120,70,50,40,70,30,0,0,0
AL122011,KATIA,2011-09-03T00:00:00Z,U,HU,18.4,-53.9,65,987,150,120,70,120,70,50,40,70,30,0,0,0
AL122011,KATIA,2011-09-03T06:00:00Z,U,HU,18.8,-54.7,65,987,150,120,70,120,70,50,40,70,30,0,0,0
AL122011,KATIA,2011-09-03T12:00:00Z,U,HU,19.4,-55.4,65,986,150,120,70,120,70,50,40,70,30,0,0,0
AL122011,KATIA,2011-09-03T18:00:00Z,U,HU,19.9,-56.2,65,982,150,120,70,120,70,50,40,60,30,0,0,0
AL122011,KATIA,2011-09-04T00:00:00Z,U,HU,20.4,-57.1,70,978,150,120,70,120,70,50,40,60,30,0,0,0
AL122011,KATIA,2011-09-04T06:00:00Z,U,HU,21.1,-57.9,75,969,150,120,70,120,70,50,40,60,30,20,0,30
AL122011,KATIA,2011-09-04T12:00:00Z,U,HU,21.7,-58.8,85,961,150,120,80,120,70,50,40,60,40,30,15,30
AL122011,KATIA,2011-09-04T18:00:00Z,U,HU,22.3,-59.7,90,959,150,120,80,120,70,50,40,60,40,40,20,30
AL122011,KATIA,2011-09-05T00:00:00Z,U,HU,23.0,-60.6,90,957,150,120,90,130,70,50,40,60,40,40,20,30
AL122011,KATIA,2011-09-05T06:00:00Z,U,HU,23.6,-61.6,95,954,160,120,90,130,70,60,50,60,40,40,30,40
AL122011,KATIA,2011-09-05T12:00:00Z,U,HU,24.2,-62.6,100,950,170,120,100,140,80,70,60,70,50,50,40,50
AL122011,KATIA,2011-09-05T18:00:00Z,U,HU,24.8,-63.4,110,946,180,120,100,140,80,70,60,70,50,50,40,50
AL122011,KATIA,2011-09-06T00:00:00Z,U,HU,25.6,-64.0,120,942,180,120,110,140,80,70,60,70,50,50,40,50
AL122011,KATIA,2011-09-06T06:00:00Z,U,HU,26.2,-64.8,115,946,180,120,110,140,80,70,60,70,50,50,40,50
AL122011,KATIA,2011-09-06T12:00:00Z,U,HU,26.7,-65.6,105,954,180,120,110,140,90,80,70,70,60,55,40,50
AL122011,KATIA,2011-09-06T18:00:00Z,U,HU,27.3,-66.2,95,959,180,125,120,140,90,90,80,70,60,60,40,50
AL122011,KATIA,2011-09-07T00:00:00Z,U,HU,27.7,-66.9,85,964,180,130,120,150,100,90,80,70,60,60,40,50
AL122011,KATIA,2011-09-07T06:00:00Z,U,HU,28.2,-67.6,85,967,180,140,120,150,100,90,80,70,70,50,40,50
AL122011,KATIA,2011-09-07T12:00:00Z,U,HU,28.8,-68.4,80,969,180,150,120,160,110,90,80,80,70,50,40,50
AL122011,KATIA,2011-09-07T18:00:00Z,U,HU,29.4,-69.3,80,969,180,160,120,170,120,100,80,85,70,50,40,50
AL122011,KATIA,2011-09-08T00:00:00Z,U,HU,30.3,-69.9,80,968,190,170,150,180,130,100,80,90,70,60,40,60
AL122011,KATIA,2011-09-08T06:00:00Z,U,HU,31.5,-70.1,80,967,200,180,150,180,140,110,90,100,80,60,40,70
AL122011,KATIA,2011-09-08T12:00:00Z,U,HU,32.8,-70.2,80,966,200,180,150,180,140,110,90,100,80,60,40,70
AL122011,KATIA,2011-09-08T18:00:00Z,U,HU,34.1,-70.0,80,965,200,190,180,160,130,120,90,100,70,60,40,60
AL122011,KATIA,2011-09-09T00:00:00Z,U,HU,35.6,-69.4,80,964,200,200,180,160,120,120,100,100,60,60,40,50
AL122011,KATIA,2011-09-09T06:00:00Z,U,HU,37.1,-68.4,75,963,200,210,150,160,120,120,100,100,55,55,45,50
AL122011,KATIA,2011-09-09T12:00:00Z,U,HU,38.5,-67.1,75,961,200,220,160,160,110,130,110,100,55,55,45,50
AL122011,KATIA,2011-09-09T18:00:00Z,U,HU,39.8,-64.6,75,960,200,220,190,160,110,140,110,100,50,60,50,50
AL122011,KATIA,2011-09-10T00:00:00Z,U,HU,41.0,-60.5,75,958,200,230,220,160,100,150,120,100,50,60,60,50
AL122011,KATIA,2011-09-10T06:00:00Z,U,HU,42.2,-56.1,75,956,200,250,250,160,100,160,145,100,50,70,70,50
AL122011,KATIA,2011-09-10T12:00:00Z,U,EX,43.5,-50.6,75,954,200,270,270,160,90,170,170,100,50,70,70,50
AL122011,KATIA,2011-09-10T18:00:00Z,U,EX,45.4,-43.7,75,954,200,270,270,160,90,170,170,100,50,70,70,50
AL122011,KATIA,2011-09-11T00:00:00Z,U,EX,47.3,-37.2,70,957,200,270,270,160,90,170,170,100,50,70,70,50
AL122011,KATIA,2011-09-11T06:00:00Z,U,EX,49.1,-31.3,70,960,200,270,270,160,90,170,170,100,50,70,70,50
AL122011,KATIA,2011-09-11T12:00:00Z,U,EX,51.1,-26.0,60,964,200,270,270,160,90,170,170,100,0,0,0,0
AL122011,KATIA,2011-09-11T18:00:00Z,U,EX,52.8,-21.1,60,966,200,270,270,160,90,170,170,100,0,0,0,0
AL122011,KATIA,2011-09-12T00:00:00Z,U,EX,54.7,-16.3,60,968,200,270,270,160,90,170,170,100,0,0,0,0
AL122011,KATIA,2011-09-12T06:00:00Z,U,EX,56.2,-11.6,60,970,200,270,270,160,90,170,170,100,0,0,0,0
AL122011,KATIA,2011-09-12T12:00:00Z,U,EX,58.0,-7.0,60,972,200,270,270,160,90,170,170,100,0,0,0,0
AL122011,KATIA,2011-09-12T18:00:00Z,U,EX,59.5,-0.0,60,974,200,270,270,160,90,170,170,100,0,0,0,0
AL202011,UNNAMED,2011-08-31T12:00:00Z,U,LO,37.1,-64.3,25,1013,0,0,0,0,0,0,0,0,0,0,0,0
AL202011,UNNAMED,2011-08-31T18:00:00Z,U,LO,37.1,-64.1,25,1013,0,0,0,0,0,0,0,0,0,0,0,0
AL202011,UNNAMED,2011-09-01T00:00:00Z,U,TD,37.3,-63.9,25,1011,0,0,0,0,0,0,0,0,0,0,0,0
AL202011,UNNAMED,2011-09-01T06:00:00Z,U,TD,37.4,-63.7,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL202011,UNNAMED,2011-09-01T12:00:00Z,U,TS,37.4,-63.7,40,1004,60,0,0,60,0,0,0,0,0,0,0,0
AL202011,UNNAMED,2011-09-01T18:00:00Z,U,TS,37.4,-63.8,35,1005,60,0,0,60,0,0,0,0,0,0,0,0
AL202011,UNNAMED,2011-09-02T00:00:00Z,U,TS,37.5,-63.8,35,1005,60,0,0,60,0,0,0,0,0,0,0,0
AL202011,UNNAMED,2011-09-02T06:00:00Z,U,TS,37.8,-63.7,40,1002,60,0,0,60,0,0,0,0,0,0,0,0
AL202011,UNNAMED,2011-09-02T12:00:00Z,U,TS,38.0,-62.8,40,1002,60,50,0,0,0,0,0,0,0,0,0,0
AL202011,UNNAMED,2011-09-02T18:00:00Z,U,TS,39.0,-61.8,35,1003,60,50,0,0,0,0,0,0,0,0,0,0
AL202011,UNNAMED,2011-09-03T00:00:00Z,U,EX,40.0,-60.7,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
AL202011,UNNAMED,2011-09-03T06:00:00Z,U,EX,41.0,-59.9,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
AL202011,UNNAMED,2011-09-03T12:00:00Z,U,EX,42.0,-59.2,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
AL202011,UNNAMED,2011-09-03T18:00:00Z,U,EX,42.4,-57.8,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
AL132011,LEE,2011-09-02T00:00:00Z,U,TD,26.6,-91.4,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL132011,LEE,2011-09-02T06:00:00Z,U,TD,26.9,-91.4,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
AL132011,LEE,2011-09-02T12:00:00Z,U,TS,27.2,-91.4,35,1005,150,150,0,0,0,0,0,0,0,0,0,0
AL132011,LEE,2011-09-02T18:00:00Z,U,TS,27.5,-91.4,40,1003,175,175,0,0,0,0,0,0,0,0,0,0
AL132011,LEE,2011-09-03T00:00:00Z,U,TS,28.0,-91.5,40,1001,175,175,0,90,0,0,0,0,0,0,0,0
AL132011,LEE,2011-09-03T06:00:00Z,U,TS,28.5,-91.8,45,997,175,175,0,90,0,0,0,0,0,0,0,0
AL132011,LEE,2011-09-03T12:00:00Z,U,SS,29.0,-92.0,50,993,200,175,80,100,120,0,0,0,0,0,0,0
AL132011,LEE,2011-09-03T18:00:00Z,U,SS,29.2,-92.2,45,989,200,175,120,100,0,0,0,0,0,0,0,0
AL132011,LEE,2011-09-04T00:00:00Z,U,SS,29.4,-92.5,40,988,225,200,130,75,0,0,0,0,0,0,0,0
AL132011,LEE,2011-09-04T06:00:00Z,U,SS,29.5,-92.5,40,986,225,225,130,60,0,0,0,0,0,0,0,0
AL132011,LEE,2011-09-04T09:00:00Z,T,SS,29.5,-92.2,40,986,225,225,130,60,0,0,0,0,0,0,0,0
AL132011,LEE,2011-09-04T10:30:00Z,L,SS,29.6,-92.1,40,986,225,225,130,60,0,0,0,0,0,0,0,0
AL132011,LEE,2011-09-04T12:00:00Z,U,SS,29.7,-92.0,35,986,200,250,130,45,0,0,0,0,0,0,0,0
AL132011,LEE,2011-09-04T18:00:00Z,U,SS,30.3,-91.8,35,988,0,250,140,0,0,0,0,0,0,0,0,0
AL132011,LEE,2011-09-05T00:00:00Z,U,SS,30.4,-91.6,35,990,0,250,150,0,0,0,0,0,0,0,0,0
AL132011,LEE,2011-09-05T06:00:00Z,U,EX,30.4,-91.4,35,993,0,250,175,0,0,0,0,0,0,0,0,0
AL132011,LEE,2011-09-05T12:00:00Z,U,EX,30.6,-90.1,40,995,0,250,250,0,0,0,0,0,0,0,0,0
AL132011,LEE,2011-09-05T18:00:00Z,U,EX,31.5,-88.3,40,995,0,250,250,0,0,0,0,0,0,0,0,0
AL132011,LEE,2011-09-06T00:00:00Z,U,EX,32.6,-86.5,30,995,0,0,0,0,0,0,0,0,0,0,0,0
AL132011,LEE,2011-09-06T06:00:00Z,U,EX,33.4,-85.3,20,997,0,0,0,0,0,0,0,0,0,0,0,0
AL132011,LEE,2011-09-06T12:00:00Z,U,EX,34.2,-85.1,15,1000,0,0,0,0,0,0,0,0,0,0,0,0
AL132011,LEE,2011-09-06T18:00:00Z,U,EX,34.9,-85.3,15,1004,0,0,0,0,0,0,0,0,0,0,0,0
AL142011,MARIA,2011-09-06T18:00:00Z,U,TD,11.5,-35.9,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL142011,MARIA,2011-09-07T00:00:00Z,U,TS,11.9,-37.5,35,1007,60,0,0,0,0,0,0,0,0,0,0,0
AL142011,MARIA,2011-09-07T06:00:00Z,U,TS,12.3,-39.1,40,1006,60,0,0,0,0,0,0,0,0,0,0,0
AL142011,MARIA,2011-09-07T12:00:00Z,U,TS,12.8,-41.0,45,1004,75,0,0,75,0,0,0,0,0,0,0,0
AL142011,MARIA,2011-09-07T18:00:00Z,U,TS,13.0,-43.0,45,1004,90,0,0,75,0,0,0,0,0,0,0,0
AL142011,MARIA,2011-09-08T00:00:00Z,U,TS,13.2,-45.2,45,1003,100,0,0,90,0,0,0,0,0,0,0,0
AL142011,MARIA,2011-09-08T06:00:00Z,U,TS,13.2,-47.7,45,1002,150,0,0,90,0,0,0,0,0,0,0,0
AL142011,MARIA,2011-09-08T12:00:00Z,U,TS,13.0,-50.1,40,1004,150,0,0,90,0,0,0,0,0,0,0,0
AL142011,MARIA,2011-09-08T18:00:00Z,U,TS,13.2,-52.1,40,1004,135,0,0,90,0,0,0,0,0,0,0,0
AL142011,MARIA,2011-09-09T00:00:00Z,U,TS,13.5,-53.7,40,1004,135,0,0,90,0,0,0,0,0,0,0,0
AL142011,MARIA,2011-09-09T06:00:00Z,U,TS,13.9,-55.2,40,1003,135,0,0,100,0,0,0,0,0,0,0,0
AL142011,MARIA,2011-09-09T12:00:00Z,U,DB,14.3,-56.6,45,1003,135,0,0,100,0,0,0,0,0,0,0,0
AL142011,MARIA,2011-09-09T18:00:00Z,U,DB,14.9,-57.9,45,1004,135,60,0,100,0,0,0,0,0,0,0,0
AL142011,MARIA,2011-09-10T00:00:00Z,U,DB,15.4,-59.0,45,1004,150,135,0,100,0,0,0,0,0,0,0,0
AL142011,MARIA,2011-09-10T06:00:00Z,U,DB,16.0,-60.0,45,1005,150,90,0,100,0,0,0,0,0,0,0,0
AL142011,MARIA,2011-09-10T12:00:00Z,U,TS,16.9,-61.1,45,1005,150,0,0,0,0,0,0,0,0,0,0,0
AL142011,MARIA,2011-09-10T18:00:00Z,U,TS,17.8,-62.0,45,1005,150,0,0,0,0,0,0,0,0,0,0,0
AL142011,MARIA,2011-09-11T00:00:00Z,U,TS,18.3,-62.7,45,1005,180,0,0,75,0,0,0,0,0,0,0,0
AL142011,MARIA,2011-09-11T06:00:00Z,U,TS,18.7,-63.4,50,1004,180,0,0,75,90,0,0,0,0,0,0,0
AL142011,MARIA,2011-09-11T12:00:00Z,U,TS,19.1,-64.1,50,1004,180,75,0,90,90,0,0,0,0,0,0,0
AL142011,MARIA,2011-09-11T18:00:00Z,U,TS,19.6,-64.7,50,1005,180,100,0,90,100,0,0,0,0,0,0,0
AL142011,MARIA,2011-09-12T00:00:00Z,U,TS,20.0,-65.3,50,1005,180,100,0,90,100,0,0,0,0,0,0,0
AL142011,MARIA,2011-09-12T06:00:00Z,U,TS,20.4,-66.1,50,1005,180,100,0,90,100,0,0,0,0,0,0,0
AL142011,MARIA,2011-09-12T12:00:00Z,U,TS,20.6,-66.9,50,1006,180,100,0,60,100,0,0,0,0,0,0,0
