ID,Name,DateTime,Record,Status,Lat,Lon,Wind,Pressure,NE_34kt,SE_34kt,SW_34kt,NW_34kt,NE_50kt,SE_50kt,SW_50kt,NW_50kt,NE_64kt,SE_64kt,SW_64kt,NW_64kt
AL152005,NATE,2005-09-12T12:00:00Z,U,EX,44.0,-28.1,35,1003,350,400,0,0,0,0,0,0,0,0,0,0
AL152005,NATE,2005-09-12T18:00:00Z,U,EX,46.0,-25.0,35,1003,350,400,0,0,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-06T06:00:00Z,U,TD,25.8,-78.6,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-06T12:00:00Z,U,TD,26.3,-78.3,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-06T16:00:00Z,L,TD,26.6,-78.3,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-06T18:00:00Z,U,TD,26.8,-78.3,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-07T00:00:00Z,U,TD,27.4,-78.5,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-07T06:00:00Z,U,TS,27.9,-78.8,35,1003,60,0,0,60,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-07T12:00:00Z,U,TS,28.7,-79.2,40,1000,60,0,0,60,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-07T18:00:00Z,U,TS,28.8,-79.3,45,997,60,30,30,45,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-08T00:00:00Z,U,TS,28.8,-79.3,45,994,60,30,30,45,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-08T06:00:00Z,U,TS,28.7,-79.6,50,994,60,40,40,60,20,20,20,20,0,0,0,0
AL162005,OPHELIA,2005-09-08T12:00:00Z,U,TS,28.6,-79.6,55,988,60,40,40,60,20,20,20,20,0,0,0,0
AL162005,OPHELIA,2005-09-08T18:00:00Z,U,TS,28.6,-79.5,60,988,70,70,70,70,25,30,30,25,0,0,0,0
AL162005,OPHELIA,2005-09-09T00:00:00Z,U,HU,28.6,-79.3,65,990,60,60,60,60,30,30,25,25,20,20,0,0
AL162005,OPHELIA,2005-09-09T06:00:00Z,U,TS,28.9,-79.3,55,990,60,60,60,50,25,25,25,25,0,0,0,0
AL162005,OPHELIA,2005-09-09T12:00:00Z,U,TS,29.3,-79.1,55,983,60,60,60,60,25,25,25,25,0,0,0,0
AL162005,OPHELIA,2005-09-09T18:00:00Z,U,HU,29.8,-78.5,65,983,65,65,65,75,30,35,35,30,0,25,25,0
AL162005,OPHELIA,2005-09-10T00:00:00Z,U,TS,30.2,-77.5,60,983,65,75,65,75,35,35,35,35,0,0,0,0
AL162005,OPHELIA,2005-09-10T06:00:00Z,U,TS,30.9,-76.9,60,984,90,90,65,90,50,50,35,35,0,0,0,0
AL162005,OPHELIA,2005-09-10T12:00:00Z,U,HU,31.5,-76.6,65,976,105,105,75,120,50,50,35,35,0,25,0,0
AL162005,OPHELIA,2005-09-10T18:00:00Z,U,HU,31.7,-76.2,70,977,120,120,90,120,50,50,35,50,25,25,0,0
AL162005,OPHELIA,2005-09-11T00:00:00Z,U,HU,31.8,-75.9,70,977,130,120,90,120,50,50,50,50,25,25,30,30
AL162005,OPHELIA,2005-09-11T06:00:00Z,U,HU,31.7,-75.9,75,978,130,130,90,130,50,50,50,50,25,25,30,30
AL162005,OPHELIA,2005-09-11T12:00:00Z,U,HU,31.6,-75.7,70,978,130,130,100,130,50,50,50,50,25,30,30,25
AL162005,OPHELIA,2005-09-11T18:00:00Z,U,HU,31.4,-75.9,65,978,130,140,100,140,50,70,45,70,25,25,15,25
AL162005,OPHELIA,2005-09-12T00:00:00Z,U,TS,31.2,-76.2,60,980,130,140,110,140,50,70,50,70,0,0,0,0
AL162005,OPHELIA,2005-09-12T06:00:00Z,U,TS,31.2,-76.6,60,985,130,140,110,140,50,70,50,70,0,0,0,0
AL162005,OPHELIA,2005-09-12T12:00:00Z,U,TS,31.5,-76.9,55,988,130,140,100,130,60,70,0,70,0,0,0,0
AL162005,OPHELIA,2005-09-12T18:00:00Z,U,TS,31.7,-77.3,60,989,140,140,100,120,70,70,0,70,0,0,0,0
AL162005,OPHELIA,2005-09-13T00:00:00Z,U,TS,31.8,-77.7,60,989,140,120,120,120,70,70,70,70,0,0,0,0
AL162005,OPHELIA,2005-09-13T06:00:00Z,U,TS,31.9,-77.9,60,990,140,120,120,120,70,70,70,70,0,0,0,0
AL162005,OPHELIA,2005-09-13T12:00:00Z,U,TS,32.1,-78.0,60,989,140,120,100,100,70,60,60,60,0,0,0,0
AL162005,OPHELIA,2005-09-13T18:00:00Z,U,TS,32.3,-78.1,60,988,140,120,100,100,70,60,50,50,0,0,0,0
AL162005,OPHELIA,2005-09-14T00:00:00Z,U,HU,32.6,-78.1,65,985,120,120,100,100,60,60,60,60,30,30,45,45
AL162005,OPHELIA,2005-09-14T06:00:00Z,U,HU,32.9,-78.0,70,980,120,120,100,70,60,75,60,45,30,45,45,30
AL162005,OPHELIA,2005-09-14T12:00:00Z,U,HU,33.4,-77.7,75,980,120,120,100,70,60,75,60,45,30,45,45,30
AL162005,OPHELIA,2005-09-14T18:00:00Z,U,HU,33.9,-77.5,75,979,120,120,100,70,60,75,60,50,30,45,30,30
AL162005,OPHELIA,2005-09-15T00:00:00Z,U,HU,34.2,-76.9,75,979,120,120,100,50,75,75,60,35,35,35,30,25
AL162005,OPHELIA,2005-09-15T06:00:00Z,U,HU,34.5,-76.3,70,982,120,120,100,50,75,75,60,35,35,35,30,25
AL162005,OPHELIA,2005-09-15T12:00:00Z,U,HU,34.7,-75.8,65,984,120,120,100,50,75,75,60,35,35,35,30,25
AL162005,OPHELIA,2005-09-15T18:00:00Z,U,HU,34.7,-75.6,65,986,120,120,100,50,60,60,50,35,35,35,0,0
AL162005,OPHELIA,2005-09-16T00:00:00Z,U,TS,34.6,-75.1,60,987,100,120,100,50,50,60,50,35,0,0,0,0
AL162005,OPHELIA,2005-09-16T06:00:00Z,U,TS,34.7,-74.8,55,993,100,100,75,60,50,60,45,30,0,0,0,0
AL162005,OPHELIA,2005-09-16T12:00:00Z,U,TS,35.4,-74.4,50,995,100,100,75,60,50,60,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-16T18:00:00Z,U,TS,36.4,-73.6,55,993,100,100,75,60,50,60,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-17T00:00:00Z,U,TS,37.3,-72.7,55,995,100,125,90,50,60,75,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-17T06:00:00Z,U,TS,38.7,-71.4,50,1000,120,150,90,50,75,90,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-17T12:00:00Z,U,TS,40.0,-69.7,50,997,120,150,90,50,75,90,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-17T18:00:00Z,U,TS,41.6,-67.3,50,995,120,150,90,50,75,90,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-18T00:00:00Z,U,EX,43.2,-64.9,45,996,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-18T06:00:00Z,U,EX,44.8,-62.6,45,1000,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-18T12:00:00Z,U,EX,46.2,-59.9,45,1000,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-18T18:00:00Z,U,EX,47.4,-56.2,45,999,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-19T00:00:00Z,U,EX,48.4,-52.3,45,1000,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-19T06:00:00Z,U,EX,49.0,-48.8,45,1001,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-19T12:00:00Z,U,EX,49.5,-45.7,45,1000,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-19T18:00:00Z,U,EX,50.0,-42.1,45,999,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-20T00:00:00Z,U,EX,50.9,-38.5,45,998,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-20T06:00:00Z,U,EX,51.5,-34.7,40,1000,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-20T12:00:00Z,U,EX,52.2,-30.5,40,1003,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-20T18:00:00Z,U,EX,52.8,-26.5,40,1001,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-21T00:00:00Z,U,EX,53.8,-22.0,40,998,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-21T06:00:00Z,U,EX,55.3,-17.7,35,998,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-21T12:00:00Z,U,EX,57.6,-14.6,35,998,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-21T18:00:00Z,U,EX,59.8,-11.9,35,996,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-22T00:00:00Z,U,EX,61.7,-8.4,35,993,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-22T06:00:00Z,U,EX,63.6,-4.5,35,993,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-22T12:00:00Z,U,EX,65.6,-1.0,35,994,120,150,90,40,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-22T18:00:00Z,U,EX,67.5,1.9,30,995,0,0,0,0,0,0,0,0,0,0,0,0
AL162005,OPHELIA,2005-09-23T00:00:00Z,U,EX,68.8,6.6,30,997,0,0,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005-09-17T12:00:00Z,U,TD,13.3,-54.5,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005-09-17T18:00:00Z,U,TS,13.5,-54.9,35,1007,0,75,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005-09-18T00:00:00Z,U,TS,13.9,-55.1,40,1003,15,75,20,15,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005-09-18T06:00:00Z,U,TS,14.4,-55.3,45,1000,20,70,20,20,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005-09-18T12:00:00Z,U,TS,14.9,-55.5,50,996,40,60,20,30,20,20,0,0,0,0,0,0
AL172005,PHILIPPE,2005-09-18T18:00:00Z,U,TS,15.6,-55.7,55,993,70,60,30,50,20,20,0,20,0,0,0,0
AL172005,PHILIPPE,2005-09-19T00:00:00Z,U,HU,16.2,-55.8,65,987,70,60,30,50,25,25,20,25,15,15,0,0
AL172005,PHILIPPE,2005-09-19T06:00:00Z,U,HU,16.7,-55.9,65,987,70,60,30,30,25,25,20,20,15,15,0,0
AL172005,PHILIPPE,2005-09-19T12:00:00Z,U,HU,17.2,-56.2,65,987,70,70,30,30,25,25,20,20,15,15,0,0
AL172005,PHILIPPE,2005-09-19T18:00:00Z,U,HU,17.5,-56.4,65,987,75,75,30,30,30,30,20,20,15,15,0,0
AL172005,PHILIPPE,2005-09-20T00:00:00Z,U,HU,17.7,-56.6,70,985,75,75,30,30,30,30,20,20,15,15,0,0
AL172005,PHILIPPE,2005-09-20T06:00:00Z,U,HU,17.9,-56.8,65,987,90,90,20,50,30,30,0,20,15,15,0,0
AL172005,PHILIPPE,2005-09-20T12:00:00Z,U,TS,18.1,-57.0,60,990,90,90,20,50,30,30,0,20,0,0,0,0
AL172005,PHILIPPE,2005-09-20T18:00:00Z,U,TS,18.5,-57.2,55,992,90,75,30,30,25,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005-09-21T00:00:00Z,U,TS,18.9,-57.2,55,994,90,75,30,30,25,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005-09-21T06:00:00Z,U,TS,19.4,-57.1,50,997,120,120,0,30,25,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005-09-21T12:00:00Z,U,TS,19.9,-57.0,45,1000,120,120,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005-09-21T18:00:00Z,U,TS,20.8,-56.9,40,1001,100,100,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005-09-22T00:00:00Z,U,TS,22.4,-56.7,35,1002,90,90,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005-09-22T06:00:00Z,U,TS,23.8,-56.8,35,1003,75,75,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005-09-22T12:00:00Z,U,TS,25.2,-57.2,35,1003,75,75,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005-09-22T18:00:00Z,U,TS,26.7,-57.6,35,1003,75,0,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005-09-23T00:00:00Z,U,TS,28.3,-58.2,35,1003,75,0,0,75,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005-09-23T06:00:00Z,U,TS,30.2,-60.1,35,1003,60,0,0,60,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005-09-23T12:00:00Z,U,TD,30.5,-62.2,30,1003,0,0,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005-09-23T18:00:00Z,U,LO,30.2,-63.7,30,1003,0,0,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005-09-24T00:00:00Z,U,LO,29.2,-63.8,30,1003,0,0,0,0,0,0,0,0,0,0,0,0
AL172005,PHILIPPE,2005-09-24T06:00:00Z,U,LO,28.6,-62.8,25,1004,0,0,0,0,0,0,0,0,0,0,0,0
AL182005,RITA,2005-09-18T00:00:00Z,U,TD,21.3,-69.9,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL182005,RITA,2005-09-18T06:00:00Z,U,TD,21.6,-70.7,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL182005,RITA,2005-09-18T12:00:00Z,U,TD,21.9,-71.5,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL182005,RITA,2005-09-18T18:00:00Z,U,TS,22.2,-72.3,35,1005,75,75,0,60,0,0,0,0,0,0,0,0
AL182005,RITA,2005-09-19T00:00:00Z,U,TS,22.4,-73.0,45,1002,90,60,0,90,0,0,0,0,0,0,0,0
AL182005,RITA,2005-09-19T06:00:00Z,U,TS,22.6,-73.8,50,999,100,50,0,90,40,0,0,40,0,0,0,0
AL182005,RITA,2005-09-19T12:00:00Z,U,TS,22.8,-74.7,55,997,120,50,50,90,40,0,0,40,0,0,0,0
AL182005,RITA,2005-09-19T18:00:00Z,U,TS,23.1,-75.9,60,994,110,60,60,90,40,30,20,40,0,0,0,0
AL182005,RITA,2005-09-20T00:00:00Z,U,TS,23.3,-77.2,60,992,105,60,60,105,45,30,20,45,0,0,0,0
AL182005,RITA,2005-09-20T06:00:00Z,U,TS,23.5,-78.8,60,990,105,60,60,105,45,45,20,45,0,0,0,0
AL182005,RITA,2005-09-20T12:00:00Z,U,HU,23.7,-80.3,70,985,110,75,60,105,45,45,20,45,25,25,0,0
AL182005,RITA,2005-09-20T18:00:00Z,U,HU,23.9,-81.6,85,975,120,100,60,105,60,45,40,45,40,25,20,40
AL182005,RITA,2005-09-21T00:00:00Z,U,HU,24.1,-82.7,95,967,120,100,60,105,60,45,40,45,40,25,20,40
AL182005,RITA,2005-09-21T06:00:00Z,U,HU,24.2,-84.0,110,955,120,100,60,105,60,45,40,60,40,30,25,40
AL182005,RITA,2005-09-21T12:00:00Z,U,HU,24.2,-85.2,120,941,135,115,80,125,75,50,40,60,50,40,30,40
AL182005,RITA,2005-09-21T18:00:00Z,U,HU,24.3,-86.2,145,920,150,125,100,150,90,60,50,75,60,50,40,50
AL182005,RITA,2005-09-22T00:00:00Z,U,HU,24.5,-86.9,150,897,160,140,100,160,90,80,60,90,60,60,40,50
AL182005,RITA,2005-09-22T03:00:00Z,I,HU,24.7,-87.3,155,895,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL182005,RITA,2005-09-22T06:00:00Z,U,HU,24.8,-87.6,155,897,160,140,100,160,100,80,60,90,60,60,40,50
AL182005,RITA,2005-09-22T12:00:00Z,U,HU,25.2,-88.3,140,908,160,140,100,160,100,80,60,90,75,75,40,75
AL182005,RITA,2005-09-22T18:00:00Z,U,HU,25.6,-89.1,125,913,180,140,100,140,120,90,50,80,70,60,40,50
AL182005,RITA,2005-09-23T00:00:00Z,U,HU,26.0,-89.9,120,915,180,150,100,140,120,100,50,80,70,60,40,50
AL182005,RITA,2005-09-23T06:00:00Z,U,HU,26.5,-90.7,115,924,180,150,120,140,120,100,80,100,75,60,40,50
AL182005,RITA,2005-09-23T12:00:00Z,U,HU,27.1,-91.5,115,927,180,150,120,160,120,100,80,120,75,60,40,60
AL182005,RITA,2005-09-23T18:00:00Z,U,HU,27.8,-92.3,110,930,180,150,120,160,120,100,80,120,75,60,40,60
AL182005,RITA,2005-09-24T00:00:00Z,U,HU,28.6,-93.0,105,931,180,160,120,120,120,100,80,90,75,60,40,60
AL182005,RITA,2005-09-24T06:00:00Z,U,HU,29.4,-93.6,100,935,180,160,120,120,120,100,80,90,75,60,40,60
AL182005,RITA,2005-09-24T07:40:00Z,L,HU,29.7,-93.7,100,937,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL182005,RITA,2005-09-24T12:00:00Z,U,HU,30.5,-94.1,65,949,60,160,120,50,45,45,45,45,30,30,30,30
AL182005,RITA,2005-09-24T18:00:00Z,U,TS,31.6,-94.1,45,974,50,120,120,50,0,0,0,0,0,0,0,0
AL182005,RITA,2005-09-25T00:00:00Z,U,TS,32.7,-94.0,35,982,50,50,30,50,0,0,0,0,0,0,0,0
AL182005,RITA,2005-09-25T06:00:00Z,U,TD,33.7,-93.6,30,989,0,0,0,0,0,0,0,0,0,0,0,0
AL182005,RITA,2005-09-25T12:00:00Z,U,TD,34.7,-92.5,25,995,0,0,0,0,0,0,0,0,0,0,0,0
AL182005,RITA,2005-09-25T18:00:00Z,U,TD,35.8,-91.4,25,1000,0,0,0,0,0,0,0,0,0,0,0,0
AL182005,RITA,2005-09-26T00:00:00Z,U,TD,37.0,-90.1,20,1003,0,0,0,0,0,0,0,0,0,0,0,0
AL182005,RITA,2005-09-26T06:00:00Z,U,LO,39.5,-88.0,20,1006,0,0,0,0,0,0,0,0,0,0,0,0
AL192005,NINETEEN,2005-09-30T12:00:00Z,U,TD,11.8,-32.7,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL192005,NINETEEN,2005-09-30T18:00:00Z,U,TD,12.2,-33.0,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL192005,NINETEEN,2005-10-01T00:00:00Z,U,TD,12.7,-33.3,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
AL192005,NINETEEN,2005-10-01T06:00:00Z,U,TD,13.3,-33.5,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL192005,NINETEEN,2005-10-01T12:00:00Z,U,TD,13.8,-33.7,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL192005,NINETEEN,2005-10-01T18:00:00Z,U,TD,14.4,-33.9,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL192005,NINETEEN,2005-10-02T00:00:00Z,U,TD,15.0,-33.8,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL192005,NINETEEN,2005-10-02T06:00:00Z,U,TD,15.7,-34.3,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL192005,NINETEEN,2005-10-02T12:00:00Z,U,TD,16.6,-35.3,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,2005-10-01T12:00:00Z,U,TD,18.9,-85.6,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,2005-10-01T18:00:00Z,U,TD,19.1,-86.2,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,2005-10-02T00:00:00Z,U,TD,19.3,-86.7,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,2005-10-02T06:00:00Z,U,TS,19.5,-87.2,40,1003,60,90,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,2005-10-02T10:00:00Z,L,TS,19.6,-87.5,35,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL202005,STAN,2005-10-02T12:00:00Z,U,TS,19.8,-87.9,35,1003,105,105,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,2005-10-02T18:00:00Z,U,TS,20.3,-88.8,35,1004,105,0,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,2005-10-03T00:00:00Z,U,TD,20.5,-89.8,30,1003,0,0,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,2005-10-03T06:00:00Z,U,TS,20.5,-91.0,35,1003,100,0,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,2005-10-03T12:00:00Z,U,TS,20.3,-91.7,40,1000,100,45,0,30,0,0,0,0,0,0,0,0
AL202005,STAN,2005-10-03T18:00:00Z,U,TS,20.1,-92.2,50,997,75,45,0,75,30,30,0,0,0,0,0,0
AL202005,STAN,2005-10-04T00:00:00Z,U,TS,19.8,-93.2,55,990,75,45,0,75,30,30,0,0,0,0,0,0
AL202005,STAN,2005-10-04T06:00:00Z,U,HU,19.2,-94.1,65,987,90,75,75,75,45,30,30,30,15,0,15,15
AL202005,STAN,2005-10-04T12:00:00Z,L,HU,18.6,-94.9,70,977,90,75,75,75,45,30,30,30,15,15,15,15
AL202005,STAN,2005-10-04T18:00:00Z,U,TS,17.9,-95.6,45,988,45,45,45,45,0,0,0,0,0,0,0,0
AL202005,STAN,2005-10-05T00:00:00Z,U,TD,17.2,-96.4,30,1000,0,0,0,0,0,0,0,0,0,0,0,0
AL202005,STAN,2005-10-05T06:00:00Z,U,TD,16.9,-97.0,25,1004,0,0,0,0,0,0,0,0,0,0,0,0
AL212005,UNNAMED,2005-10-04T00:00:00Z,U,LO,33.8,-31.8,30,1012,0,0,0,0,0,0,0,0,0,0,0,0
AL212005,UNNAMED,2005-10-04T06:00:00Z,U,SD,34.8,-30.2,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL212005,UNNAMED,2005-10-04T12:00:00Z,U,SS,35.9,-28.5,35,1004,75,75,0,0,0,0,0,0,0,0,0,0
AL212005,UNNAMED,2005-10-04T18:00:00Z,U,SS,37.1,-26.7,45,997,90,90,0,0,0,0,0,0,0,0,0,0
AL212005,UNNAMED,2005-10-05T00:00:00Z,U,SS,38.8,-25.0,45,997,90,90,0,0,0,0,0,0,0,0,0,0
AL212005,UNNAMED,2005-10-05T06:00:00Z,U,EX,41.0,-23.3,40,1000,90,90,0,0,0,0,0,0,0,0,0,0
AL212005,UNNAMED,2005-10-05T12:00:00Z,U,EX,43.6,-23.0,40,1002,90,90,0,0,0,0,0,0,0,0,0,0
AL222005,TAMMY,2005-10-05T06:00:00Z,U,TS,27.3,-79.7,35,1006,140,100,0,0,0,0,0,0,0,0,0,0
AL222005,TAMMY,2005-10-05T12:00:00Z,U,TS,28.3,-80.2,40,1004,180,150,0,100,0,0,0,0,0,0,0,0
AL222005,TAMMY,2005-10-05T18:00:00Z,U,TS,29.5,-80.9,45,1001,230,190,0,75,0,0,0,0,0,0,0,0
AL222005,TAMMY,2005-10-05T23:00:00Z,L,TS,30.4,-81.4,45,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL222005,TAMMY,2005-10-06T00:00:00Z,U,TS,30.5,-81.6,45,1002,230,0,0,0,0,0,0,0,0,0,0,0
AL222005,TAMMY,2005-10-06T06:00:00Z,U,TS,31.3,-82.8,35,1005,230,0,0,0,0,0,0,0,0,0,0,0
AL222005,TAMMY,2005-10-06T12:00:00Z,U,TD,31.8,-84.6,25,1005,0,0,0,0,0,0,0,0,0,0,0,0
AL222005,TAMMY,2005-10-06T18:00:00Z,U,TD,31.2,-85.8,15,1006,0,0,0,0,0,0,0,0,0,0,0,0
AL222005,TAMMY,2005-10-07T00:00:00Z,U,LO,30.3,-85.6,10,1005,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,2005-10-08T06:00:00Z,U,SD,26.1,-57.4,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,2005-10-08T12:00:00Z,U,SD,27.7,-58.5,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,2005-10-08T18:00:00Z,U,SD,28.8,-60.1,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,2005-10-09T00:00:00Z,U,SD,29.3,-62.0,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,2005-10-09T06:00:00Z,U,SD,29.3,-63.3,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,2005-10-09T12:00:00Z,U,SD,29.5,-64.5,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,2005-10-09T18:00:00Z,U,SD,30.0,-65.2,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,2005-10-10T00:00:00Z,U,SD,30.7,-66.0,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,2005-10-10T06:00:00Z,U,LO,31.6,-67.5,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,2005-10-10T12:00:00Z,U,LO,32.5,-68.9,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,2005-10-10T18:00:00Z,U,LO,33.5,-70.0,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,2005-10-11T00:00:00Z,U,LO,34.3,-71.0,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,2005-10-11T06:00:00Z,U,LO,35.5,-71.7,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,2005-10-11T12:00:00Z,U,EX,36.7,-71.8,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,2005-10-11T18:00:00Z,U,EX,37.8,-71.7,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,2005-10-12T00:00:00Z,U,EX,38.5,-71.9,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,2005-10-12T06:00:00Z,U,EX,38.8,-72.4,30,1010,0,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,2005-10-12T12:00:00Z,U,EX,38.9,-73.0,35,1011,180,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,2005-10-12T18:00:00Z,U,EX,38.7,-73.5,40,1011,180,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,2005-10-13T00:00:00Z,U,EX,38.3,-73.5,40,1010,180,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,2005-10-13T06:00:00Z,U,EX,37.7,-73.5,40,1010,180,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,2005-10-13T12:00:00Z,U,EX,37.2,-73.0,40,1008,180,0,0,0,0,0,0,0,0,0,0,0
AL232005,TWENTY-TWO,2005-10-13T18:00:00Z,U,EX,37.8,-73.0,40,1006,180,0,0,0,0,0,0,0,0,0,0,0
